"","990
069","3","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
071","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
076","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","39","4.000","33.3",".",".",".",".","",".",".","33.3","",".",".","",".","33.3","",".",".",".","."
"M&ENVTOX
362","Dept. Total","226","3.500","21.7","12.4","23.0","6.6","0.4","",".","0.4","29.2","",".",".","",".","5.8","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.000",".",".","100.0",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","9","3.222",".","44.4","55.6",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","22","3.091","4.5","27.3","50.0","18.2",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","55","3.096","12.7","16.4","43.6","20.0","1.8","",".",".","3.6","",".",".","",".",".","",".","1.8",".","."
"Undergraduates","","88","3.106","9.1","21.6","47.7","17.0","1.1","",".",".","2.3","",".",".","",".",".","",".","1.1",".","."
"Special","","18","3.200","11.1","22.2","22.2",".",".","",".","5.6","38.9","",".",".","",".",".","",".",".",".","."
"Graduate","","120","3.838","32.5","4.2","5.0",".",".","",".",".","47.5","",".",".","",".","10.8","",".",".",".","."
"","Dept. Total","226","3.500","21.7","12.4","23.0","6.6","0.4","",".","0.4","29.2","",".",".","",".","5.8","",".","0.4",".","."
