"ALS","","","","","","","","","","","","","","","","","","","","",""
"SOIL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","","",""
"SOIL SCI
908","Dept. Total","291","3.339","37.8","18.6","12.7","6.9","6.2","1.4","0.7","14.1","",".",".","",".","1.0","0.3","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","2.941","36.4","18.2","9.1","9.1","18.2",".","9.1",".","",".",".","",".",".",".",".",".","."
"Sophomore","","29","2.923","17.2","27.6","17.2","13.8","20.7",".","3.4",".","",".",".","",".",".",".",".",".","."
"Junior","","57","3.037","22.8","21.1","24.6","15.8","14.0","1.8",".",".","",".",".","",".",".",".",".",".","."
"Senior","","104","3.400","47.1","25.0","15.4","5.8","1.9","2.9",".",".","",".",".","",".",".","1.0","1.0",".","."
"Undergraduates","","201","3.171","35.3","23.9","17.9","10.0","9.0","2.0","1.0",".","",".",".","",".",".","0.5","0.5",".","."
"Special","","4","3.571","25.0","25.0","25.0",".",".",".",".","25.0","",".",".","",".",".",".",".",".","."
"Graduate","","86","3.962","44.2","5.8",".",".",".",".",".","46.5","",".",".","",".","3.5",".",".",".","."
"","Dept. Total","291","3.339","37.8","18.6","12.7","6.9","6.2","1.4","0.7","14.1","",".",".","",".","1.0","0.3","0.3",".","."
