"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"","100
047","12","3.083","8.3","33.3","33.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","100
048","14","3.143","7.1","35.7","42.9","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","100
049","13","3.000","23.1","23.1","15.4","7.7","15.4","7.7",".",".",".",".",".",".",".","7.7",".","."
"","100
050","12","2.542",".","33.3","16.7","8.3","25.0","16.7",".",".",".",".",".",".",".",".",".","."
"","051
100","11","3.227","18.2","45.5","27.3",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"","100
052","11","3.591","36.4","45.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
053","13","3.375","23.1","30.8","30.8","7.7",".",".",".",".",".",".",".",".",".","7.7",".","."
"","100
054","13","2.885","15.4","23.1","30.8","15.4","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"","055
100","14","3.357","14.3","42.9","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
056","14","3.250","7.1","35.7","57.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","057
100","15","3.100","13.3","20.0","60.0",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"","100
058","13","3.308","23.1","30.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","100
059","15","3.100","6.7","20.0","66.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
060","15","3.200","6.7","46.7","33.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
061","16","3.000",".","25.0","56.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","100
062","15","3.300","20.0","26.7","46.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
063","13","2.654","7.7","15.4","53.8","7.7",".",".","15.4",".",".",".",".",".",".",".",".","."
"Intro to Speech Composition","Course Total","874","3.160","16.2","33.6","31.5","10.6","4.6","1.7","1.3",".",".",".",".",".",".","0.2",".","0.2"
"","105
001","13","3.375","23.1","30.8","30.8","7.7",".",".",".","7.7",".",".",".",".",".",".",".","."
"","004
105","11","3.227","18.2","9.1","72.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
007","13","3.077","7.7","15.4","61.5","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","010
105","15","3.233","13.3","33.3","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","011
105","15","3.200","13.3","40.0","26.7","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","105
012","17","3.412","29.4","35.3","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","105
015","14","2.929",".","14.3","64.3","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","105
018","14","3.393","21.4","35.7","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
021","13","3.077","7.7","23.1","46.2","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"Public Speaking","Course Total","125","3.218","15.2","27.2","44.0","11.2","1.6",".",".","0.8",".",".",".",".",".",".",".","."
"Elements of Speech-Honors","181
001","11","3.591","54.5","18.2","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","199
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","199
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","199
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","",""
"","236
001","23","3.348","21.7","43.5","17.4","17.4",".",".",".",".",".",".",".",".",".",".",".","."
"","002
236","21","3.714","61.9","28.6","4.8",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Bascom Course","Course Total","44","3.523","40.9","36.4","11.4","9.1","2.3",".",".",".",".",".",".",".",".",".",".","."
"Radio,TV&Film as Mass Media","250
001","225","3.047","8.0","34.2","32.9","15.1","7.6",".","1.8",".",".",".",".",".",".","0.4",".","."
"Communication & Human Behav","260
001","148","2.863","10.8","23.6","35.8","10.1","8.8","6.1","3.4","0.7",".",".",".",".",".","0.7",".","."
"","001
262","21","3.262","33.3","19.0","23.8","14.3","9.5",".",".",".",".",".",".",".",".",".",".","."
"","262
002","20","3.053","10.0","30.0","30.0","10.0","15.0",".",".","5.0",".",".",".",".",".",".",".","."
"","262
003","21","3.381","23.8","42.9","23.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","004
262","16","3.000","6.3","31.3","31.3","18.8","12.5",".",".",".",".",".",".",".",".",".",".","."
"","262
005","17","2.912","11.8","17.6","23.5","35.3","11.8",".",".",".",".",".",".",".",".",".",".","."
"","262
006","14","2.885","7.1","14.3","35.7","21.4","14.3",".",".","7.1",".",".",".",".",".",".",".","."
"","007
262","16","2.938","6.3","25.0","31.3","25.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 175 of 375",""
