"","999
024","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
033","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
034","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Research","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"L SC COM
120","Dept. Total","389","3.441","44.2","24.4","17.0","8.2","2.1","1.3","0.5","1.3","",".","0.3","",".","0.3","",".","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","112","3.405","35.7","27.7","21.4","11.6","1.8","0.9",".",".","",".",".","",".",".","",".","0.9",".","."
"Sophomore","","21","3.427","47.6","19.0","23.8","4.8","4.8",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","76","3.413","43.4","22.4","22.4","7.9","3.9",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","132","3.348","41.7","28.0","14.4","9.1","1.5","3.0","1.5","0.8","",".",".","",".",".","",".",".",".","."
"Undergraduates","","341","3.387","40.5","26.1","19.1","9.4","2.3","1.5","0.6","0.3","",".",".","",".",".","",".","0.3",".","."
"Special","","8","3.900","62.5","12.5",".",".",".",".",".","12.5","",".",".","",".",".","",".","12.5",".","."
"Graduate","","40","3.894","72.5","12.5","2.5",".",".",".",".","7.5","",".","2.5","",".","2.5","",".",".",".","."
"","Dept. Total","389","3.441","44.2","24.4","17.0","8.2","2.1","1.3","0.5","1.3","",".","0.3","",".","0.3","",".","0.5",".","."
