"STATISTICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","",""
"709
Mathematical Statistics","001","","12","3.542","33.3","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"732
Probability Thry-Stat Appls","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"761
Multivariate Analysis II","001","","21","4.000","95.2",".",".",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"831
Theory of Probability","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"833
Topics in Probability","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"849
Thry&Appl-Regress&AnalVar I","001","","31","3.516","45.2","29.0","12.9","9.7","3.2",".",".",".",".",".",".",".",".",".",".","."
"860
Time Series&Approxmatn Thry","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","092","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","094","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","102","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","118","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","120","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","134","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","146","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","200","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","26","3.985","76.9","3.8",".",".",".",".",".","15.4",".",".",".","3.8",".",".",".","."
"998
Statistical Consulting","001","","14","3.750","64.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"STAT
932","Dept. Total","","1502","3.280","38.7","17.0","23.7","6.5","8.0","2.5","1.3","1.5","0.1","0.3",".","0.1","0.1","0.2",".","."
