"Research","Course Total","37","4.000","51.4",".",".",".",".",".",".","27.0","",".",".","",".","21.6","",".",".",".","."
"","999
048","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
077","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Advanced Independent Study","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"PHM SCI
718","Dept. Total","1180","3.054","33.6","14.2","21.9","12.0","12.9","2.8","0.5","1.0","",".",".","",".","0.9","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","2.750",".",".","50.0","50.0",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","19","2.750","10.5","5.3","47.4","15.8","15.8","5.3",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","177","3.101","28.2","13.6","33.3","13.0","8.5","1.7","1.1","0.6","",".",".","",".",".","",".",".",".","."
"Senior","","115","3.143","36.5","19.1","20.0","7.0","10.4","5.2","1.7",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","313","3.098","30.0","15.0","29.4","11.2","9.6","3.2","1.3","0.3","",".",".","",".",".","",".",".",".","."
"Special","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","104","3.831","66.3","4.8","3.8","2.9",".",".",".","10.6","",".",".","",".","10.6","",".",".","1.0","."
"Prof Yr 1","","147","2.785","13.6","19.7","21.1","20.4","20.4","4.8",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 2","","608","3.005","34.7","13.5","21.5","12.2","15.1","2.6","0.3",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","7","3.679","42.9","57.1",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","762","2.946","30.7","15.1","21.3","13.6","16.0","3.0","0.3",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1180","3.054","33.6","14.2","21.9","12.0","12.9","2.8","0.5","1.0","",".",".","",".","0.9","",".",".","0.1","."
