"","699
015","5","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
035","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
203","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","Course Total","7","3.571","57.1",".","42.9",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"FAM COM
464","Dept. Total","102","3.420","35.3","16.7","32.4","5.9","2.0","",".","",".","",".","",".","7.8","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.750","66.7","16.7","16.7",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","4","3.125",".","25.0","75.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","36","3.229","25.0","11.1","50.0","5.6","5.6","",".","",".","",".","",".","2.8","",".","",".","",".",".",".","."
"Senior","","48","3.488","35.4","20.8","20.8","8.3",".","",".","",".","",".","",".","14.6","",".","",".","",".",".",".","."
"Undergraduates","","100","3.408","34.0","17.0","33.0","6.0","2.0","",".","",".","",".","",".","8.0","",".","",".","",".",".",".","."
"Graduate","","2","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","102","3.420","35.3","16.7","32.4","5.9","2.0","",".","",".","",".","",".","7.8","",".","",".","",".",".",".","."
