"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","2342","3.367","32.9","16.4","17.4","3.6","3.4","0.2","",".","25.4","",".",".",".","0.5","0.1","0.1","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","43","3.802","72.1","18.6","7.0","2.3",".",".","",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","12","3.893","75.0","25.0",".",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Junior","","14","2.526","28.6","21.4",".","7.1","21.4","14.3","",".","7.1","",".",".",".",".",".",".",".","."
"Senior","","27","3.131","33.3","22.2","29.6",".","11.1","3.7","",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","96","3.222","55.2","20.8","11.5","2.1","6.3","3.1","",".","1.0","",".",".",".",".",".",".",".","."
"Special","","6","3.409","16.7","33.3","16.7",".",".",".","",".","33.3","",".",".",".",".",".",".",".","."
"Graduate","","117","3.857","61.5","7.7","9.4",".",".",".","",".","16.2","",".",".",".","4.3",".",".","0.9","."
"Prof Yr 1","","442","3.185","24.9","27.4","26.0","8.1","7.2",".","",".","6.3","",".",".",".",".",".",".",".","."
"Prof Yr 2","","605","3.418","27.6","25.3","23.1","5.6","2.6",".","",".","1.8","",".",".",".","13.6","0.3",".",".","."
"Prof Yr 3","","635","3.236","29.3","11.7","20.2","2.0","3.9",".","",".","32.4","",".",".",".","0.5",".",".",".","."
"Prof Yr 4","","595","3.961","30.4","0.8","0.2",".",".","0.2","",".","67.4","",".",".",".","0.5",".","0.5",".","."
"Professionals","","2277","3.339","28.3","15.5","16.9","3.6","3.2","0.0","",".","28.4","",".",".",".","3.9","0.1","0.1",".","."
"","College Total","2496","3.367","30.8","15.4","16.3","3.4","3.2","0.2","",".","26.8","",".",".",".","3.7","0.1","0.1","0.0","."
