"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"LATIN (CLASSICS)","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","",""
"","103
001","16","3.000","31.3","12.5","18.8","25.0","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","002
103","19","3.211","47.4","10.5","21.1","10.5",".","5.3","5.3",".",".",".",".",".",".",".",".","."
"","103
003","16","3.375","43.8","18.8","18.8","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","103
004","19","3.447","31.6","31.6","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","103
005","19","3.361","31.6","21.1","26.3","15.8",".",".",".",".",".",".",".",".",".","5.3",".","."
"","103
006","22","3.068","36.4","9.1","18.2","4.5","31.8",".",".",".",".",".",".",".",".",".",".","."
"Elementary Latin","Course Total","111","3.241","36.9","17.1","22.5","10.8","9.0","0.9","1.8",".",".",".",".",".",".","0.9",".","."
"","203
001","18","3.417","44.4","27.8","5.6","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","203
002","10","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","18","3.083","44.4","11.1","5.6","16.7","11.1","11.1",".",".",".",".",".",".",".",".",".","."
"Intermediate Latin","Course Total","46","3.348","47.8","19.6","8.7","10.9","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"Latin Lit of Roman Republic","301
001","13","3.545","30.8","30.8","23.1",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"Latin Paleography","316
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Latin Poetry","001
519","19","3.868","78.9","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mediaeval Latin","563
001","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
014","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","890
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","890
014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research Thesis","Course Total","3","***","","","","","","","","","","","","","","","",""
"Seminar-Roman History","930
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"LATIN
524","Dept. Total","215","3.380","47.4","18.6","15.3","7.9","6.5","1.4","0.9","1.4",".",".",".",".",".","0.5",".","."
