"Current Topics-Dance:Wkshp","560
001","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
004","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
045","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Project","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","838","3.718","55.4","17.5","7.2","1.9","1.2","0.2","0.2","15.9","",".",".","",".","",".","",".","0.4",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","86","3.705","64.0","18.6","10.5","1.2","1.2",".","1.2","3.5","",".",".","",".","",".","",".",".",".","."
"Sophomore","","124","3.671","62.1","24.2","3.2","1.6","3.2","0.8",".","4.0","",".",".","",".","",".","",".",".",".","0.8"
"Junior","","205","3.689","52.7","21.5","10.2","2.4","0.5",".","0.5","11.7","",".",".","",".","",".","",".","0.5",".","."
"Senior","","357","3.781","55.2","13.4","5.0","2.2","0.8",".",".","23.0","",".",".","",".","",".","",".","0.3",".","."
"Undergraduates","","772","3.723","56.6","17.9","6.7","2.1","1.2","0.1","0.3","14.8","",".",".","",".","",".","",".","0.3",".","0.1"
"Special","","23","3.541","47.8","17.4","21.7",".","4.3","4.3",".","4.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","43","3.833","39.5","11.6","4.7",".",".",".",".","41.9","",".",".","",".","",".","",".","2.3",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","839","3.718","55.4","17.5","7.2","1.9","1.2","0.2","0.2","15.9","",".",".","",".","",".","",".","0.4",".","0.1"
