"TERM : 0992","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 1998-99","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","",""
"CONSERVATION","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"267
CONSERV","","","","","","","","","","","","","","","",""
"Soc Pol&Mgmt-National Parks","749
001
4","***","","","","","","","","","",".",".",".",".",".   
.   
."
"CONSERV
267","4
Dept. Total","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"267
CONSERV","","","","","","","","","","","","","","","",""
"Senior","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Graduate","3","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
4","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"March 29, 2013","","","","","","","","","","","","","","","","Page 14 of 375"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
