"","990
010","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
013","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"Independent Study","999
032","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"DS
359","Dept. Total","663","3.189","30.2","20.7","28.2","9.5","7.4","1.4","1.8","0.5","",".",".","",".","0.2","",".","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","79","3.064","21.5","20.3","35.4","12.7","8.9",".","1.3",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","132","3.065","22.7","20.5","33.3","10.6","7.6","0.8","4.5",".","",".",".","",".",".","",".",".",".","."
"Junior","","214","3.191","27.6","22.9","29.9","10.3","7.0","1.9","0.5",".","",".",".","",".",".","",".",".",".","."
"Senior","","193","3.162","31.6","20.7","24.9","8.8","8.3","2.1","2.1","0.5","",".",".","",".",".","",".","1.0",".","."
"Undergraduates","","618","3.145","27.0","21.4","29.8","10.2","7.8","1.5","1.9","0.2","",".",".","",".",".","",".","0.3",".","."
"Special","","8","3.553","62.5","12.5","12.5",".","12.5",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","37","3.884","75.7","10.8","5.4",".",".",".",".","5.4","",".",".","",".","2.7","",".",".",".","."
"","Dept. Total","663","3.189","30.2","20.7","28.2","9.5","7.4","1.4","1.8","0.5","",".",".","",".","0.2","",".","0.3",".","."
