"","999
021","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
022","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
028","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
033","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","17","3.772","58.8","29.4","5.9",".",".",".",".",".",".",".","",".",".","5.9",".",".","."
"POLI SCI
778","Dept. Total","3703","3.127","20.4","27.0","26.8","13.4","7.5","1.8","0.9","1.1","0.1","0.1","",".","0.7","0.1","0.2",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","546","2.991","14.8","26.4","27.5","16.1","10.3","3.5","1.1",".",".",".","",".",".","0.4",".",".","."
"Sophomore","","1001","3.091","15.3","29.5","29.2","15.7","7.8","1.9","0.4","0.1",".",".","",".",".","0.1","0.1",".","."
"Junior","","932","3.052","15.1","26.4","30.5","15.9","8.6","1.3","1.2","0.4",".","0.2","",".",".",".","0.4",".","."
"Senior","","944","3.216","26.1","26.7","26.8","10.3","6.1","1.6","1.1","0.7",".","0.2","",".","0.1",".","0.2",".","0.1"
"Undergraduates","","3423","3.099","18.1","27.4","28.6","14.3","7.9","1.9","0.9","0.4",".","0.1","",".","0.0","0.1","0.2",".","0.0"
"Special","","27","3.080","18.5","33.3","14.8","14.8","11.1",".","3.7","3.7",".",".","",".",".",".",".",".","."
"Graduate","","252","3.792","52.0","20.2","4.0","0.8","0.4",".",".","10.7","0.8",".","",".","9.9","0.4","0.4",".","0.4"
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","3703","3.127","20.4","27.0","26.8","13.4","7.5","1.8","0.9","1.1","0.1","0.1","",".","0.7","0.1","0.2",".","0.1"
