"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","","",""
"","301","004","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","","Course Total","","57","3.566","52.6","35.1","3.5",".",".",".","5.3","1.8",".",".",".",".","1.8",".",".","."
"Intermediate Poetry Workshp","302","001","","12","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303","001","","15","3.367","40.0","33.3","20.0",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","307","001","","12","3.583","83.3",".","8.3",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","307","002","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","","Course Total","","25","3.740","80.0","12.0","4.0",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"Composition-English Tchrs","309","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","316","001","","15","3.500","60.0","13.3","13.3",".",".",".","6.7",".",".",".",".",".","6.7",".",".","."
"Writing for the Marketplace","317","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old English","320","001","","13","3.417","53.8","7.7","15.4","7.7",".","7.7",".","7.7",".",".",".",".",".",".",".","."
"History of English Language","323","001","","27","3.130","14.8","44.4","18.5","11.1","3.7","7.4",".",".",".",".",".",".",".",".",".","."
"Structure of English-Tchrs","324","001","","22","3.659","40.9","50.0","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL:Acad Presentatns & Disc","326","001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Prof&Acad Writng Skills","327","001","","12","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"","328","001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","002","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","003","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","004","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Acad Skills Workshops","","Course Total","","44","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"The Structure of English","329","001","","33","3.788","69.7","24.2","3.0",".","3.0",".",".",".",".",".",".",".",".",".",".","."
"English Phonology","330","001","","12","2.750","25.0","8.3","33.3","8.3","8.3","8.3","8.3",".",".",".",".",".",".",".",".","."
"English Dialects","331","001","","31","3.417","32.3","32.3","19.4","9.7","3.2",".",".","3.2",".",".",".",".",".",".",".","."
"Eng 2nd Lang: Lang Learning","333","001","","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eng 2nd Lang: Theory & Prac","334","001","","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL: Techniques & Materials","335","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","367","001","","33","3.266","18.2","24.2","45.5","9.1",".",".",".",".",".",".",".",".","3.0",".",".","."
"Colloq:Rsch Possibilty-Engl","381","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Sixteenth Century","400","001","","39","3.321","25.6","33.3","30.8","5.1","2.6","2.6",".",".",".",".",".",".",".",".",".","."
"Spenser","405","001","","30","2.481","16.7","3.3","13.3","23.3","16.7","13.3","3.3","3.3",".",".",".",".",".","6.7",".","."
"Eng Drama Pre Shakespeare","411","001","","34","2.735","17.6","11.8","29.4","11.8","17.6","8.8","2.9",".",".",".",".",".",".",".",".","."
"","417","001","","39","2.865","15.4","17.9","20.5","17.9","20.5",".","2.6",".",".",".",".",".",".","5.1",".","."
"","417","002","","37","3.122","16.2","27.0","27.0","24.3","5.4",".",".",".",".",".",".",".",".",".",".","."
"Shakespeare","","Course Total","","76","2.993","15.8","22.4","23.7","21.1","13.2",".","1.3",".",".",".",".",".",".","2.6",".","."
"","460","001","","43","3.345","18.6","37.2","34.9","7.0",".",".",".",".",".",".",".",".",".","2.3",".","."
"","460","002","","34","3.394","41.2","17.6","26.5","5.9","2.9","2.9",".",".",".",".",".",".",".","2.9",".","."
"English Novel: 19th Cent","","Course Total","","77","3.367","28.6","28.6","31.2","6.5","1.3","1.3",".",".",".",".",".",".",".","2.6",".","."
"Studies in Romantic Lit","465","001","","34","3.250","26.5","23.5","38.2","8.8",".",".","2.9",".",".",".",".",".",".",".",".","."
"Outstnd Figures-19c Eng Lit","467","001","","34","3.412","29.4","38.2","23.5","2.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"Jr Honors Seminar in Major","481","001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Figures of Contemp Eng Lit","500","001","","36","3.271","22.2","27.8","33.3","8.3","5.6",".",".","2.8",".",".",".",".",".",".",".","."
