"","990
033","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
034","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
038","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","33","4.000","15.2",".",".",".",".",".",".","66.7","",".",".","",".","18.2",".",".",".","."
"SPANISH
912","Dept. Total","3443","3.306","34.6","22.6","26.3","5.6","6.7","1.1","1.2","1.6","",".",".","",".","0.2","0.0","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1444","3.361","36.0","24.3","28.1","4.6","5.1","0.7","1.0",".","",".",".","",".",".",".","0.1",".","."
"Sophomore","","729","3.222","29.8","21.5","31.1","7.1","7.3","1.0","1.6","0.4","",".",".","",".",".",".","0.1",".","."
"Junior","","572","3.235","33.6","22.0","24.7","6.8","8.4","1.9","1.4","1.0","",".",".","",".",".",".","0.2",".","."
"Senior","","494","3.214","32.6","22.1","21.9","6.7","11.1","1.6","1.0","2.4","",".",".","",".",".",".","0.6",".","."
"Undergraduates","","3239","3.289","33.7","22.9","27.2","5.9","7.1","1.1","1.2","0.6","",".",".","",".",".",".","0.2",".","."
"Special","","16","3.463","43.8","6.3","37.5","6.3",".",".",".",".","",".",".","",".",".",".","6.3",".","."
"Graduate","","182","3.743","50.5","18.1","8.8",".",".","0.5",".","18.1","",".",".","",".","3.3","0.5",".",".","."
"Prof Yr 1","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","2","3.214",".","50.0","50.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","3","3.550","33.3","33.3","33.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","6","3.143","16.7","33.3","33.3",".","16.7",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","3443","3.306","34.6","22.6","26.3","5.6","6.7","1.1","1.2","1.6","",".",".","",".","0.2","0.0","0.2",".","."
