"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
047","17","3.588","58.8","5.9","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","100
048","17","3.438","23.5","35.3","35.3",".",".",".",".",".",".",".",".",".",".","5.9",".","."
"","100
049","18","3.222","16.7","33.3","27.8","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","100
050","13","3.192","30.8","23.1","38.5",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"","051
100","19","2.763","5.3","21.1","31.6","26.3","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","052
100","19","3.368","26.3","36.8","21.1","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"Freshman Composition","Course Total","945","3.338","30.6","30.8","25.1","7.7","3.7","0.6","1.2",".",".",".",".",".",".","0.3",".","."
"","001
110","12","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"","002
110","14","",".",".",".",".",".",".",".",".",".","85.7","14.3",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","26","",".",".",".",".",".",".",".",".",".","88.5","11.5",".",".",".",".","."
"ESL:Intmed Engl Lang Skills","114
001","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
002","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"ESL: Grammar-Academic Use","Course Total","33","",".",".",".",".",".",".",".",".",".","97.0","3.0",".",".",".",".","."
"","116
002","17","",".",".",".",".",".",".",".",".",".","88.2","11.8",".",".",".",".","."
"","116
003","18","",".",".",".",".",".",".",".",".",".","94.4","5.6",".",".",".",".","."
"","116
004","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","51","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","117
001","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
002","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","003
117","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
004","16","",".",".",".",".",".",".",".",".",".","81.3","18.8",".",".",".",".","."
"","005
117","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
006","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
007","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"ESL: Academic Writing I","Course Total","110","",".",".",".",".",".",".",".",".",".","92.7","7.3",".",".",".",".","."
"","118
001","17","3.706","64.7","23.5","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","118
003","17","3.794","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
004","15","3.600","46.7","26.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
005","16","3.438","43.8","25.0","12.5","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","006
118","15","3.700","53.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
007","15","3.467","46.7","26.7","13.3",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","95","3.621","53.7","27.4","12.6","2.1","4.2",".",".",".",".",".",".",".",".",".",".","."
"","122
001","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","122
002","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","122
003","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","Course Total","38","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","201
001","20","3.474","30.0","30.0","35.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","201
005","17","3.706","64.7","17.6","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","20","3.600","30.0","60.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
007","19","3.605","42.1","36.8","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
008","18","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
201","18","3.861","83.3","5.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
201","15","3.767","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","012
201","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 196 of 375",""
