"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxatn:Bus & Persnl Planng","329
001","10","3.050",".","30.0","50.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to American Law","601
001","22","3.523","36.4","31.8","31.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","602
001","18","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sociology and Law","641
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","711
001","66","3.530","36.4","33.3","30.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
711","34","3.456","41.2","20.6","29.4","5.9","2.9",".",".",".",".",".",".",".",".",".",".","."
"","003
711","83","3.488","34.9","32.5","27.7","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","711
004","18","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
711","22","3.500","40.9","22.7","31.8","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","711
006","23","3.413","39.1","13.0","39.1","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","711
007","20","3.525","50.0","10.0","35.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Contracts I","Course Total","266","3.500","38.7","27.1","30.1","3.8","0.4",".",".",".",".",".",".",".",".",".",".","."
"","714
001","61","3.361","34.4","18.0","36.1","8.2","1.6","1.6",".",".",".",".",".",".",".",".",".","."
"","714
002","87","3.517","36.8","29.9","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","714
003","66","3.538","47.0","21.2","27.3","1.5","1.5","1.5",".",".",".",".",".",".",".",".",".","."
"","714
004","21","3.310","28.6","33.3","23.8",".","4.8","9.5",".",".",".",".",".",".",".",".",".","."
"","714
005","21","3.571","57.1","9.5","28.6",".",".","4.8",".",".",".",".",".",".",".",".",".","."
"","714
006","21","3.643","47.6","33.3","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Civil Procedure I","Course Total","277","3.486","40.4","24.2","30.3","2.2","1.1","1.8",".",".",".",".",".",".",".",".",".","."
"","715
001","61","3.443","37.7","13.1","49.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
715","61","3.557","49.2","18.0","27.9","4.9",".",".",".",".",".",".",".",".",".",".",".","."
"","715
003","45","3.456","40.0","15.6","40.0","4.4",".",".",".",".",".",".",".",".",".",".",".","."
"","004
715","44","3.375","34.1","18.2","38.6","6.8",".","2.3",".",".",".",".",".",".",".",".",".","."
"","715
005","21","3.571","38.1","38.1","23.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
006","21","3.429","38.1","19.0","38.1",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","715
007","25","3.440","40.0","12.0","44.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Torts I","Course Total","278","3.468","40.3","17.6","38.1","3.2","0.4","0.4",".",".",".",".",".",".",".",".",".","."
"Contracts II","721
001","35","3.519","25.7","25.7","22.9",".",".",".",".","22.9",".",".",".",".",".",".","2.9","."
"","723
001","21","3.381","19.0","38.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
723","21","3.214","14.3","33.3","38.1","9.5","4.8",".",".",".",".",".",".",".",".",".",".","."
"","723
003","24","3.354","25.0","33.3","33.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","723
004","18","3.444","27.8","33.3","38.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","21","3.310","19.0","38.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","006
723","21","3.357","14.3","42.9","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","20","3.375","20.0","35.0","45.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","20","3.225","15.0","35.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","20","3.225","20.0","40.0","20.0","15.0",".","5.0",".",".",".",".",".",".",".",".",".","."
"","723
010","21","3.333","19.0","33.3","42.9","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","21","3.262","19.0","33.3","33.3","9.5","4.8",".",".",".",".",".",".",".",".",".",".","."
"","012
723","22","3.250","18.2","27.3","40.9","13.6",".",".",".",".",".",".",".",".",".",".",".","."
"","723
013","20","3.225","15.0","35.0","40.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","270","3.304","18.9","35.2","36.7","7.0","1.9","0.4",".",".",".",".",".",".",".",".",".","."
"","726
001","85","3.359","27.1","18.8","52.9","1.2",".",".",".",".",".",".",".",".",".",".",".","."
"","002
726","61","3.459","39.3","18.0","37.7","4.9",".",".",".",".",".",".",".",".",".",".",".","."
"","726
003","53","3.528","41.5","22.6","35.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 313 of 375",""
