"","999
044","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
056","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
067","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","8","3.941","75.0","12.5",".",".",".",".",".",".","",".",".",".","12.5",".",".",".","."
"E C E
320","Dept. Total","2448","3.125","31.7","20.5","20.5","9.1","10.0","2.7","1.3","2.3","",".","0.0",".","1.5","0.2",".","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","1.179","25.0","12.5","12.5",".",".","25.0","25.0",".","",".",".",".",".",".",".",".","."
"Sophomore","","246","3.007","29.7","26.8","23.2","9.3","7.7","2.0","1.2",".","",".",".",".",".",".",".",".","."
"Junior","","669","2.841","22.1","18.4","24.1","14.1","15.5","3.4","2.2",".","",".",".",".",".","0.1",".",".","."
"Senior","","977","3.095","31.0","23.0","21.4","8.6","11.1","3.6","1.1","0.1","",".",".",".",".","0.1",".",".","."
"Undergraduates","","1900","2.987","27.7","21.8","22.5","10.6","12.2","3.4","1.6","0.1","",".",".",".",".","0.1",".",".","."
"Special","","50","3.165","32.0","12.0","16.0","12.0","10.0",".","2.0","8.0","",".",".",".",".","6.0",".",".","."
"Graduate","","577","3.640","40.7","14.2","11.3","2.6","1.6","0.2","0.2","9.2","",".","12.7","0.2","6.2",".",".","0.3","0.2"
"","Dept. Total","2527","3.125","30.7","19.9","19.8","8.8","9.7","2.6","1.3","2.3","",".","2.9","0.0","1.4","0.2",".","0.1","0.0"
