"L&S","","","","","","","","","","","","","","","","","","","",""
"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","755","2.996","23.7","19.7","20.1","14.3","10.9","4.0","3.0","3.3","0.3",".","",".","0.4","",".","0.1",".","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","76","2.743","15.8","18.4","17.1","18.4","19.7","6.6","3.9",".",".",".","",".",".","",".",".",".","."
"Sophomore","207","3.065","22.7","22.2","29.5","11.1","7.7","3.9","2.4",".",".",".","",".",".","",".","0.5",".","."
"Junior","241","2.915","19.9","21.2","19.1","15.8","11.6","2.5","5.0","3.7","0.8",".","",".",".","",".",".",".","0.4"
"Senior","172","2.901","20.3","17.4","16.3","19.2","12.2","6.4","1.7","6.4",".",".","",".",".","",".",".",".","."
"Undergraduates","696","2.937","20.4","20.3","21.3","15.5","11.5","4.3","3.3","2.9","0.3",".","",".",".","",".","0.1",".","0.1"
"Special","8","3.452","50.0","12.5","25.0",".","12.5",".",".",".",".",".","",".",".","",".",".",".","."
"Graduate","51","3.794","64.7","13.7","3.9",".","2.0",".",".","9.8",".",".","",".","5.9","",".",".",".","."
"Dept. Total","755","2.996","23.7","19.7","20.1","14.3","10.9","4.0","3.0","3.3","0.3",".","",".","0.4","",".","0.1",".","0.1"
