"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"BIOLOGICAL SYSTEMS ENGINE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","",""
"Cooperative Educ Program","1
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Surveying Fundamentals","201
001","30","2.967","13.3","20.0","30.0","20.0","16.7",".",".",".",".",".",".",".",".",".",".","."
"Field Applicatns-Surveying","202
001","19","2.972","31.6",".","26.3","5.3","31.6",".",".",".",".",".",".",".",".","5.3",".","."
"Field Machines","240
001","8","3.313","25.0","12.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","299
013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Private Water & Sewage Sys","335
001","27","2.880","22.2","29.6","7.4","7.4","11.1","11.1","3.7","3.7",".",".",".",".",".","3.7",".","."
"Principles of Ag Machinery","361
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Prop-Food & Biol Matls","364
001","13","1.731",".","7.7","7.7","15.4","30.8","23.1","15.4",".",".",".",".",".",".",".",".","."
"Irrigatn&Drainage Sys Dsgn","473
001","9","2.556","11.1","11.1","22.2","33.3","11.1",".","11.1",".",".",".",".",".",".",".",".","."
"Fundmntl-Biol&Ag Engr Desgn","501
001","8","3.313","37.5","37.5","12.5",".",".","12.5",".",".",".",".",".",".",".",".",".","."
"Seminar","900
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
019","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","14","4.000","42.9",".",".",".",".",".",".","42.9",".",".",".","14.3",".",".",".","."
"Special Problems","999
019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"BSE
112","Dept. Total","141","2.871","24.8","14.9","19.1","9.9","15.6","5.0","2.8","5.0",".",".",".","1.4",".","1.4",".","."
