"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","201
013","18","3.639","38.9","50.0","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
014","20","3.425","35.0","20.0","40.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","201
015","16","3.438","37.5","31.3","12.5","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","201
016","18","3.722","61.1","22.2","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","017
201","19","3.553","52.6","26.3","15.8",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","201
018","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
020","20","3.475","30.0","35.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
021","15","3.600","46.7","40.0","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","022
201","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","304","3.657","52.6","29.3","15.5","1.6","0.3","0.3",".","0.3",".",".",".",".",".",".",".","."
"","203
001","18","3.361","27.8","50.0","16.7",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","002
203","19","3.342","26.3","47.4","21.1",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","203
003","15","3.700","66.7","20.0","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","203
004","16","3.533","18.8","62.5","12.5",".",".",".",".",".",".",".",".",".",".","6.3",".","."
"","203
006","16","3.594","50.0","18.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","84","3.494","36.9","40.5","17.9",".","1.2",".","2.4",".",".",".",".",".",".","1.2",".","."
"","207
001","289","3.267","27.3","27.0","28.7","11.8","2.8","0.7","1.4",".",".",".",".",".","0.3",".",".","."
"","002
207","300","3.406","22.3","48.7","25.0","1.0","1.0","0.3","1.3",".",".",".",".",".",".","0.3",".","."
"","207
003","290","3.097","11.4","29.3","37.6","14.8","4.8","1.0","0.7",".",".",".",".",".",".",".",".","0.3"
"","207
004","281","3.252","21.4","32.0","30.2","9.6","5.3","1.1",".",".",".",".",".",".","0.4",".",".","."
"","207
005","284","2.996","8.8","26.4","38.4","17.3","6.0","1.8","1.4",".",".",".",".",".",".",".",".","."
"","207
007","37","3.581","51.4","24.3","16.2","5.4","2.7",".",".",".",".",".",".",".",".",".",".","."
"","207
092","18","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Modern Lit, I","Course Total","1499","3.221","19.7","32.4","31.4","10.5","3.9","0.9","0.9",".",".",".",".",".","0.1","0.1",".","0.1"
"","208
002","184","3.055","14.1","20.1","44.6","12.5","5.4","1.1","1.6","0.5",".",".",".",".",".",".",".","."
"","208
092","145","3.124","12.4","35.2","35.9","9.0","4.8",".","2.8",".",".",".",".",".",".",".",".","."
"Intro Modern Lit, II","Course Total","329","3.090","13.4","26.7","40.7","10.9","5.2","0.6","2.1","0.3",".",".",".",".",".",".",".","."
"","215
002","121","3.012","10.7","32.2","31.4","14.9","6.6","0.8","3.3",".",".",".",".",".",".",".",".","."
"","215
003","41","3.075","19.5","22.0","26.8","12.2","17.1",".",".",".",".",".",".",".",".","2.4",".","."
"English Lit before 1800","Course Total","162","3.025","13.0","29.6","30.2","14.2","9.3","0.6","2.5",".",".",".",".",".",".","0.6",".","."
"English Lit 1800-Present","216
001","64","3.211","29.7","18.8","31.3","10.9","7.8",".","1.6",".",".",".",".",".",".",".",".","."
"American Lit 1620-Present","217
001","113","3.221","15.0","31.0","41.6","7.1","2.7",".","0.9","0.9",".",".",".",".",".","0.9",".","."
"Shakespearean Drama","219
001","115","2.611","8.7","10.4","40.9","8.7","16.5","7.8","5.2","0.9",".",".",".",".",".",".","0.9","."
"V Nabokov: Russ&Amer Writng","223
009","19","3.500","42.1","26.3","15.8",".",".","5.3",".",".",".",".",".",".",".","10.5",".","."
"Bascom Course","236
001","16","3.813","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amer Indian Oral Literature","275
001","33","3.403","21.2","42.4","21.2","9.1",".",".",".",".",".",".",".",".","6.1",".",".","."
"Honors: Introductory Lit","001
281","19","3.447","26.3","36.8","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
001","15","3.667","40.0","53.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","15","3.733","80.0","13.3",".",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"","003
300","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","45","3.756","64.4","31.1","2.2",".",".","2.2",".",".",".",".",".",".",".",".",".","."
"","301
001","13","3.625","30.8","61.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
301","14","3.214","42.9","42.9",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"","301
003","16","3.500","50.0","25.0","6.3",".",".",".","6.3","6.3",".",".",".",".","6.3",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 197 of 375",""
