"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","","",""
"COMP LIT
260","Dept. Total","681","3.344","29.2","28.3","25.4","9.3","2.9","",".","1.2","1.6","",".","1.3","",".","0.3","",".","0.3",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","151","3.385","32.5","32.5","24.5","6.6","2.0","",".","2.0",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","249","3.204","20.1","28.1","32.5","12.4","4.4","",".","1.6",".","",".",".","",".",".","",".","0.8",".","."
"Junior","","113","3.356","31.0","28.3","27.4","9.7","2.7","",".","0.9",".","",".",".","",".",".","",".",".",".","."
"Senior","","84","3.320","27.4","27.4","27.4","13.1","3.6","",".",".",".","",".",".","",".","1.2","",".",".",".","."
"Undergraduates","","597","3.296","26.3","29.1","28.8","10.6","3.4","",".","1.3",".","",".",".","",".","0.2","",".","0.3",".","."
"Special","","4","4.000","50.0",".",".",".",".","",".",".","25.0","",".",".","",".",".","",".",".",".","25.0"
"Graduate","","80","3.823","50.0","23.8","1.3",".",".","",".",".","12.5","",".","11.3","",".","1.3","",".",".",".","."
"","Dept. Total","681","3.344","29.2","28.3","25.4","9.3","2.9","",".","1.2","1.6","",".","1.3","",".","0.3","",".","0.3",".","0.1"
