"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"201
Intro Pre-Modern Literature","001","64","3.524","40.6","34.4","17.2","1.6","1.6",".","1.6",".",".",".",".",".",".","3.1",".","."
"202
Intro to Mod & Contemp Lit","001","153","3.415","43.8","23.5","20.3","7.2","2.6",".","2.6",".",".",".",".",".",".",".",".","."
"203
Intro Cross-Cultrl Lit Form","080","271","3.063","8.9","28.4","39.5","17.3","4.8",".","1.1",".",".",".",".",".",".",".",".","."
"287
Masterpcs of Lit-Honors I","001","18","3.806","61.1","38.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"288
Masterpcs of Lit-Honors II","001","19","3.632","42.1","42.1","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"289
Intro to Lit Forms-Honors","001","19","3.583","36.8","36.8","21.1",".",".",".",".",".",".",".",".",".",".",".",".","5.3"
"310
Intro to Literary Criticism","075","21","3.383","28.6","38.1","23.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"353
Drama","001","19","3.414","36.8","21.1","31.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"473
Thematics","001","23","3.629","47.8","21.7","21.7",".",".",".",".","8.7",".",".",".",".",".",".",".","."
"691","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","3","***","","","","","","","","","","","","","","","",""
"692","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","099","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","2","***","","","","","","","","","","","","","","","",""
"699","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","099","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","6","3.906","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"731
Teaching in the Discipline","001","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"741
Women and Literature","001","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"772
Literary Movements & Trends","001","19","3.694","36.8","57.9",".",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"822
Seminar-Translation","001","7","3.917","71.4","14.3",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"990","003","6","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"990","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","12","4.000","41.7",".",".",".",".",".",".","50.0",".",".",".","8.3",".",".",".","."
"999
Independent Work","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
