"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
002","15","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
344","14","3.464","42.9","21.4","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","004
344","12","3.542","33.3","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
005","18","3.611","55.6","16.7","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
006","14","3.250","28.6","7.1","50.0","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","007
344","14","3.429","14.3","64.3","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","008
344","13","3.462","46.2",".","53.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
009","14","3.429","28.6","35.7","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
012","14","3.607","50.0","21.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
013","15","3.533","40.0","26.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","14","3.500","35.7","28.6","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
015","14","3.429","35.7","28.6","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","184","3.481","37.0","27.2","31.5","3.8","0.5",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","345
001","166","2.708","24.7","7.2","18.1","12.7","26.5","7.8","3.0",".",".",".",".",".",".",".",".","."
"","346
001","15","3.467","26.7","40.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
346","13","3.680","46.2","38.5","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","28","3.564","35.7","39.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","31","3.883","83.9","3.2","9.7",".",".",".",".","3.2",".",".",".",".",".",".",".","."
"Intmed Analytical Chem","524
001","27","3.541","70.4","7.4","3.7","11.1","3.7",".","3.7",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","101","3.020","24.8","11.9","30.7","11.9","13.9","3.0","1.0","1.0",".",".",".",".",".","2.0",".","."
"Physical Chemistry","562
001","29","2.982","24.1","10.3","34.5","6.9","17.2",".","3.4","3.4",".",".",".",".",".",".",".","."
"","563
001","18","3.278","50.0","27.8","5.6","5.6",".",".","11.1",".",".",".",".",".",".",".",".","."
"","002
563","21","3.625","42.9","38.1","9.5","4.8",".",".",".",".",".",".",".",".",".","4.8",".","."
"","563
003","20","3.675","50.0","35.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
004","20","3.275","20.0","35.0","35.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","563
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","563
007","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","87","3.356","39.1","33.3","16.1","3.4","3.4",".","3.4",".",".",".",".",".",".","1.1",".","."
"","564
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","7","3.214","14.3","42.9","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry","001
565","66","3.152","40.9","6.1","30.3","9.1","4.5","7.6","1.5",".",".",".",".",".",".",".",".","."
"Chem Bonding & Reactivity","603
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spectrochemical Measuremts","605
001","27","3.352","18.5","37.0","40.7","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"Symmtry/Bondng/Molec Shapes","608
001","10","3.833","60.0","30.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Instrumental Analysis","621
001","17","3.966","82.4","5.9",".",".",".",".",".","5.9",".",".",".",".","5.9",".",".","."
"Experimental Spectroscopy","623
001","14","3.773","71.4","7.1","7.1","7.1",".",".",".","7.1",".",".",".",".",".",".",".","."
"Topics-Chem Instrumentation","001
626","23","3.783","73.9","17.4","4.3",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","641
001","26","3.385","34.6","15.4","42.3","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Chem & Stat Thermodynamics","661
001","13","3.462","38.5","23.1","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Quam Mech&Molec Spectroscpy","662
001","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Macromolecular Chem","664
001","11","3.700","54.5","18.2","18.2",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 168 of 375",""
