"Water Safety Instructor","310
001","16","3.577","37.5","25.0","12.5","6.3",".",".",".","18.8",".",".",".","",".","",".",".",".","."
"Topics in Martial Arts","318
001","15","3.538","33.3","26.7","26.7",".",".",".",".","13.3",".",".",".","",".","",".",".",".","."
"Tennis III","362
001","21","3.684","42.9","38.1","9.5",".",".",".",".","9.5",".",".",".","",".","",".",".",".","."
"PE ACTIV
740","Dept. Total","1957","3.264","29.4","21.8","13.5","4.6","4.3","1.4","1.0","22.5","0.5",".","",".","",".","0.1","0.6","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"740
PE ACTIV","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","332","2.976","30.7","22.3","15.7","8.4","7.8","4.8","2.1","7.2",".",".","",".","",".",".","0.6",".","0.3"
"Sophomore","","480","3.280","32.3","27.1","15.0","5.4","5.4","0.8","1.3","12.1",".",".","",".","",".",".","0.4",".","0.2"
"Junior","","428","3.322","31.5","22.4","15.2","4.2","3.7","1.4","0.7","19.6","0.7",".","",".","",".",".","0.5",".","."
"Senior","","489","3.435","29.9","20.7","10.8","3.7","2.5","0.4","0.8","29.7","0.8",".","",".","",".","0.2","0.6",".","."
"Undergraduates","","1729","3.252","31.1","23.2","14.0","5.2","4.6","1.6","1.2","18.0","0.4",".","",".","",".","0.1","0.5",".","0.1"
"Special","","84","3.457","20.2","13.1","14.3","1.2","3.6",".",".","44.0",".",".","",".","",".",".","1.2","2.4","."
"Graduate","","121","3.561","11.6","9.1","5.8",".","0.8",".",".","70.2","1.7",".","",".","",".",".","0.8",".","."
"Prof Yr 1","","5","2.000",".",".",".",".","20.0",".",".","60.0",".",".","",".","",".",".","20.0",".","."
"Prof Yr 2","","14","3.591","35.7","21.4","21.4",".",".",".",".","21.4",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","3","3.500","33.3",".","33.3",".",".",".",".","33.3",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","23","3.375","26.1","17.4","17.4",".","4.3",".",".","30.4",".",".","",".","",".",".","4.3",".","."
"","Dept. Total","1957","3.264","29.4","21.8","13.5","4.6","4.3","1.4","1.0","22.5","0.5",".","",".","",".","0.1","0.6","0.1","0.1"
