"","990
028","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
030","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
032","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","23","4.000","47.8",".",".",".",".","",".",".","17.4","4.3",".","",".","30.4",".",".",".","."
"DY SCI
292","Dept. Total","204","3.178","38.7","15.7","16.2","5.9","10.3","",".","2.0","6.9","0.5",".","",".","3.4","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.033","6.7","6.7","80.0",".","6.7","",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","12","2.324","8.3","16.7","25.0","16.7","16.7","",".","16.7",".",".",".","",".",".",".",".",".","."
"Junior","","66","2.893","27.3","22.7","15.2","12.1","19.7","",".","3.0",".",".",".","",".",".",".",".",".","."
"Senior","","42","3.354","45.2","28.6","7.1","4.8","11.9","",".",".",".",".",".","",".",".","2.4",".",".","."
"Undergraduates","","135","2.967","28.9","22.2","20.7","8.9","15.6","",".","3.0",".",".",".","",".",".","0.7",".",".","."
"Special","","4","3.375","25.0",".","50.0",".",".","",".",".","25.0",".",".","",".",".",".",".",".","."
"Graduate","","65","3.917","60.0","3.1","4.6",".",".","",".",".","20.0","1.5",".","",".","10.8",".",".",".","."
"","Dept. Total","204","3.178","38.7","15.7","16.2","5.9","10.3","",".","2.0","6.9","0.5",".","",".","3.4","0.5",".",".","."
