"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","203
002","24","3.271","29.2","12.5","45.8","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
003","22","3.409","31.8","36.4","22.7",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","004
203","24","3.152","29.2","12.5","33.3","8.3","8.3","4.2",".","4.2",".",".",".",".",".",".",".","."
"","203
005","24","3.229","12.5","33.3","41.7","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","203
006","22","3.432","45.5","18.2","27.3","4.5",".","4.5",".",".",".",".",".",".",".",".",".","."
"","203
007","24","3.188","25.0","37.5","29.2",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","203
008","23","3.130","21.7","39.1","8.7","4.3","26.1",".",".",".",".",".",".",".",".",".",".","."
"","009
203","24","3.042","29.2","20.8","29.2","4.2","4.2","8.3","4.2",".",".",".",".",".",".",".",".","."
"","010
203","23","2.826","17.4","17.4","17.4","17.4","26.1","4.3",".",".",".",".",".",".",".",".",".","."
"","203
011","24","3.505","37.5","41.7","12.5",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","012
203","24","2.979","8.3","33.3","33.3","12.5","8.3",".","4.2",".",".",".",".",".",".",".",".","."
"","203
013","23","3.478","47.8","13.0","30.4","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","014
203","24","2.979","16.7","29.2","29.2","8.3","8.3","4.2","4.2",".",".",".",".",".",".",".",".","."
"","015
203","23","3.250","30.4","13.0","39.1","8.7",".","4.3",".","4.3",".",".",".",".",".",".",".","."
"","016
203","24","3.229","25.0","33.3","25.0","4.2","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","017
203","22","3.143","27.3","18.2","27.3",".","22.7",".",".",".",".",".",".",".",".","4.5",".","."
"","203
018","23","3.217","26.1","8.7","52.2","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","019
203","22","3.045","27.3","18.2","22.7","9.1","18.2","4.5",".",".",".",".",".",".",".",".",".","."
"","020
203","23","3.348","52.2","21.7","4.3","4.3","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"","203
021","23","3.174","34.8","21.7","17.4","13.0","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"","022
203","24","3.438","33.3","29.2","29.2","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","023
203","23","2.818","21.7","8.7","30.4","8.7","17.4","4.3","4.3","4.3",".",".",".",".",".",".",".","."
"","024
203","24","2.717","12.5","16.7","25.0","4.2","29.2","8.3",".",".",".",".",".",".",".","4.2",".","."
"","025
203","24","3.208","8.3","33.3","54.2",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
026","24","3.354","20.8","33.3","41.7","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","027
203","22","3.136","18.2","13.6","54.5","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","203
028","23","2.978","13.0","30.4","34.8",".","13.0","8.7",".",".",".",".",".",".",".",".",".","."
"","203
029","23","3.130","13.0","26.1","43.5","8.7","8.7",".",".",".",".",".",".",".",".",".",".","."
"","203
030","23","3.174","30.4","34.8","21.7",".","4.3",".","8.7",".",".",".",".",".",".",".",".","."
"","203
031","20","3.050","5.0","35.0","30.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","203
032","20","2.975","30.0","10.0","20.0","15.0","20.0","5.0",".",".",".",".",".",".",".",".",".","."
"","034
203","23","3.500","47.8","26.1","17.4","4.3",".","4.3",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","760","3.181","26.2","24.2","30.1","6.4","8.9","2.1","1.3","0.4",".",".",".",".",".","0.3",".","."
"","204
001","18","3.278","27.8","16.7","44.4","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","204
002","20","3.550","50.0","15.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","204
003","18","3.194","27.8","16.7","38.9",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","204
004","21","3.286","19.0","38.1","33.3",".","9.5",".",".",".",".",".",".",".",".",".",".","."
"","005
204","22","3.429","40.9","9.1","36.4","9.1",".",".",".","4.5",".",".",".",".",".",".",".","."
"","204
006","20","3.150","25.0","20.0","30.0","10.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"","204
007","23","3.543","39.1","39.1","17.4",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
008","18","3.265","16.7","44.4","16.7","5.6","11.1",".",".",".",".",".",".",".",".","5.6",".","."
"","204
009","17","2.971","17.6","17.6","41.2","11.8","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","204
010","23","3.304","47.8","13.0","21.7","4.3","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"","204
011","23","3.457","39.1","30.4","17.4","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
012","24","3.354","37.5","12.5","37.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
013","17","2.676","11.8","11.8","29.4","5.9","35.3","5.9",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 295 of 375",""
