"","999
085","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
094","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
095","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","26","3.979","92.3","3.8",".",".",".","",".",".",".","",".",".","",".","3.8",".",".",".","."
"CURRIC
272","Dept. Total","2257","3.909","70.0","6.8","2.1","0.5","0.2","",".","0.1","1.0","",".","17.9","",".","0.8","0.3","0.1","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","63","3.928","90.5","6.3","3.2",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","222","3.852","73.9","10.4","3.2","1.4","0.5","",".","0.5",".","",".","10.4","",".",".",".",".",".","."
"Senior","","1355","3.900","64.0","6.7","2.3","0.5","0.1","",".","0.1","0.1","",".","25.8","",".",".","0.1","0.1",".","0.1"
"Undergraduates","","1644","3.894","66.4","7.2","2.4","0.6","0.2","",".","0.2","0.1","",".","22.7","",".",".","0.1","0.1",".","0.1"
"Special","","175","3.920","74.9","4.6","1.1","0.6","1.1","",".",".","0.6","",".","16.6","",".",".","0.6",".",".","."
"Graduate","","438","3.951","81.7","6.2","1.1","0.2",".","",".",".","4.6","",".","0.7","",".","4.3","0.9",".","0.2","."
"","Dept. Total","2257","3.909","70.0","6.8","2.1","0.5","0.2","",".","0.1","1.0","",".","17.9","",".","0.8","0.3","0.1","0.0","0.0"
