"HISTORY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"837
Smr: Mod Britain & Ireland","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"850
Smr-Hist Su&Mod His Ec Eur","001","","9","3.938","77.8","11.1",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"857
Smr-Hist of India (S Asia)","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"861
Seminar-History of Africa","001","","10","3.880","70.0","20.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"867
Smr:European Soc&Intel Hist","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"891
Prosem-Mod European History","002","","15","3.857","66.7","26.7",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"901","001","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","002","","8","3.643","25.0","62.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"901","003","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","004","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Studies in American History","Course Total","","43","3.881","74.4","23.3",".",".",".",".",".","2.3",".",".",".",".",".",".",".","."
"902","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"902","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch Smr: American History","Course Total","","5","***","","","","","","","","","","","","","","","",""
"982","001","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"982","002","","10","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Latin American Area","Course Total","","21","3.762","57.1","38.1","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","9","4.000","11.1",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","."
"990","008","","10","4.000","30.0",".",".",".",".",".",".","60.0",".",".",".","10.0",".",".",".","."
"990","013","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","8","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","12","4.000","8.3",".",".",".",".",".",".","33.3",".",".",".","58.3",".",".",".","."
"990","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","6","4.000","16.7",".",".",".",".",".",".","66.7",".",".",".","16.7",".",".",".","."
"990","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","10","3.571","10.0","10.0","10.0",".",".",".",".","70.0",".",".",".",".",".",".",".","."
"990","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","7","4.000","42.9",".",".",".",".",".",".","57.1",".",".",".",".",".",".",".","."
"990","044","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","13","4.000","15.4",".",".",".",".",".",".","84.6",".",".",".",".",".",".",".","."
"990","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 221 of 375",""
