"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLINICAL LABORATORY SCIEN","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"628
CLNLABSC","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Med Tech","102
001","33","3.955","93.9","3.0","3.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Hematology-The Red Cell","512
001","20","3.125","5.0","25.0","60.0","10.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Chem-Routine Meth&Instrumnt","521
001","20","3.050","5.0","10.0","75.0","10.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Clinical Bacteriology","531
001","20","3.000","10.0","15.0","50.0","15.0","10.0",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Clinical Immunohematology","550
001","20","3.075","15.0","20.0","45.0","5.0","15.0",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Clinical Lab Practice","571
001","20","3.925","85.0","15.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"CLNLABSC
628","Dept. Total","133","3.280","41.4","13.5","35.3","6.0","3.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"628
CLNLABSC","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","7","3.857","85.7",".","14.3",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","12","3.958","91.7","8.3",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","106","3.228","28.3","16.0","43.4","7.5","4.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","133","3.280","41.4","13.5","35.3","6.0","3.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","133","3.280","41.4","13.5","35.3","6.0","3.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
