"","991
060","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","991
062","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research Nutrition","Course Total","37","3.969","37.8","2.7",".",".",".",".",".","24.3","",".",".",".","35.1","",".",".",".","."
"Independent Study-Nutrition","993
003","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"NUTR SCI
694","Dept. Total","824","3.083","26.6","15.5","14.6","10.2","13.0","2.9","0.8","4.7","",".","9.7","0.4","1.6","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","165","2.850","24.2","14.5","11.5","10.3","23.0","4.8","2.4",".","",".","8.5","0.6",".","",".",".",".","."
"Sophomore","","199","3.020","27.6","13.1","14.1","10.6","16.1","4.0","1.0",".","",".","13.1","0.5",".","",".",".",".","."
"Junior","","140","3.123","30.0","14.3","15.7","15.0","14.3","0.7","0.7",".","",".","9.3",".",".","",".",".",".","."
"Senior","","192","3.141","22.9","21.4","18.2","11.5","8.3","3.6",".","0.5","",".","13.5",".",".","",".",".",".","."
"Undergraduates","","696","3.034","26.0","15.9","14.9","11.6","15.2","3.4","1.0","0.1","",".","11.4","0.3",".","",".",".",".","."
"Special","","18","3.281","22.2","5.6","38.9",".","5.6",".",".","16.7","",".","5.6","5.6",".","",".",".",".","."
"Graduate","","106","3.680","30.2","14.2","7.5","2.8",".",".",".","33.0","",".",".",".","12.3","",".",".",".","."
"Prof Yr 1","","4","3.625","50.0","25.0","25.0",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","4","3.625","50.0","25.0","25.0",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"","Dept. Total","824","3.083","26.6","15.5","14.6","10.2","13.0","2.9","0.8","4.7","",".","9.7","0.4","1.6","",".",".",".","."
