"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"299","018","","15","3.667","46.7","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","27","3.774","59.3","25.9","14.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"501
Introduction-Biochemistry","001","","188","3.151","25.5","12.8","39.4","13.8","5.3","1.6","0.5",".",".",".",".",".",".",".","1.1","."
"507
General Biochemistry I","001","","149","2.898","29.5","7.4","22.8","6.0","27.5","3.4","2.0","1.3",".",".",".",".",".",".",".","."
"510
Biochm Prin-Human&Anml Nutr","001","","13","2.500","15.4","15.4","7.7","15.4","15.4","23.1",".","7.7",".",".",".",".",".",".",".","."
"511","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"511","002","","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"511","003","","17","3.735","58.8","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduate Seminar","Course Total","","43","3.860","79.1","14.0","7.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"601
Protein&Enzyme Struct&Funct","001","","75","3.384","30.7","26.7","26.7","13.3",".",".",".",".",".",".",".",".",".",".","2.7","."
"612
Prokaryotic Molecular Biol","001","","35","3.471","22.9","54.3","20.0",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"651
Biochemical Methods","001","","59","3.153","32.2","13.6","28.8","3.4","22.0",".",".",".",".",".",".",".",".",".",".","."
"660
Biochemical Techniques","001","","33","3.492","24.2","48.5","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","26","3.520","50.0","7.7","30.8","7.7",".",".",".",".",".",".",".",".","3.8",".",".","."
"681","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"681","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"681","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".","7.7",".",".",".","."
"682","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"691","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 11 of 375"
