"","990
021","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
023","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
024","5","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","43","3.927","62.8","7.0",".",".",".",".",".","16.3","",".",".","",".","14.0","",".",".",".","."
"F&W ECOL
396","Dept. Total","341","3.542","45.5","22.6","16.4","5.0","4.7","0.3","0.3","3.5","",".",".","",".","1.8","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","2.779","8.3","8.3","41.7","16.7","25.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","20","3.245","25.0","20.0","30.0","5.0","20.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","54","3.237","29.6","22.2","25.9","18.5","3.7",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","110","3.494","38.2","30.9","17.3","3.6","5.5","0.9","0.9","2.7","",".",".","",".",".","",".",".",".","."
"Undergraduates","","196","3.345","32.7","26.0","22.4","8.7","7.7","0.5","0.5","1.5","",".",".","",".",".","",".",".",".","."
"Special","","8","3.433","25.0","25.0","25.0",".","12.5",".",".","12.5","",".",".","",".",".","",".",".",".","."
"Graduate","","136","3.796","64.7","17.6","7.4",".",".",".",".","5.9","",".",".","",".","4.4","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","341","3.542","45.5","22.6","16.4","5.0","4.7","0.3","0.3","3.5","",".",".","",".","1.8","",".",".",".","."
