"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","294","3.705","74.5","11.2","10.2","1.0","1.4","0.3","",".","0.3","",".",".",".","",".","",".","0.3","0.3","0.3"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","68","3.653","67.6","19.1","8.8","1.5","2.9",".","",".",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","99","3.755","76.8","10.1","9.1","2.0",".","1.0","",".",".","",".",".",".","",".","",".","1.0",".","."
"Junior","","79","3.666","77.2","7.6","11.4",".","2.5",".","",".",".","",".",".",".","",".","",".",".",".","1.3"
"Senior","","46","3.765","78.3","8.7","10.9",".",".",".","",".","2.2","",".",".",".","",".","",".",".",".","."
"Undergraduates","","292","3.708","75.0","11.3","9.9","1.0","1.4","0.3","",".","0.3","",".",".",".","",".","",".","0.3",".","0.3"
"Special","","1","",".",".",".",".",".",".","",".",".","",".",".",".","",".","",".",".","100.0","."
"Graduate","","2","3.250","50.0",".","50.0",".",".",".","",".",".","",".",".",".","",".","",".",".",".","."
"","College Total","295","3.705","74.6","11.2","10.2","1.0","1.4","0.3","",".","0.3","",".",".",".","",".","",".","0.3","0.3","0.3"
