"","990
064","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
070","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
073","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
079","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","60","3.992","53.3",".","1.7",".",".",".",".","35.0","",".",".","",".","8.3",".",".",".","1.7"
"MICROBIO
192","Dept. Total","1206","3.152","35.4","17.4","19.7","9.0","12.8","1.2","1.2","2.7","",".",".","",".","0.4","0.1",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","2.840","22.2","11.1","22.2","11.1","33.3",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","101","2.691","17.8","18.8","20.8","10.9","21.8","5.9","4.0",".","",".",".","",".",".",".",".",".","."
"Junior","","288","2.951","24.7","16.0","25.0","12.8","18.4","2.1","1.0",".","",".",".","",".",".",".",".",".","."
"Senior","","439","3.158","28.5","23.0","24.1","7.7","13.7","0.7","1.4","0.5","",".",".","",".",".","0.2",".",".","0.2"
"Undergraduates","","837","3.026","25.8","20.0","24.0","9.9","16.5","1.8","1.6","0.2","",".",".","",".",".","0.1",".",".","0.1"
"Special","","17","2.787","23.5","17.6","17.6","5.9","29.4",".","5.9",".","",".",".","",".",".",".",".",".","."
"Graduate","","288","3.737","66.3","10.8","8.3","1.0","1.0",".",".","10.4","",".",".","",".","1.7",".",".",".","0.3"
"Prof Yr 1","","64","3.031","25.0","14.1","15.6","32.8","12.5",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","64","3.031","25.0","14.1","15.6","32.8","12.5",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1206","3.152","35.4","17.4","19.7","9.0","12.8","1.2","1.2","2.7","",".",".","",".","0.4","0.1",".",".","0.2"
