"PHYSICIAN ASSISTANT PROGR","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Thry & Prac-Emergency Care","348
001","29","3.483","37.9","34.5","20.7",".","6.9",".",".",".",".",".",".",".",".",".",".","."
"Clinical Med-Phy Asst I","400
001","29","3.534","37.9","41.4","10.3","10.3",".",".",".",".",".",".",".",".",".",".",".","."
"Pediatrics for Phy Assts I","402
001","35","3.271","11.4","45.7","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Patnt Eval/Prim Care I","420
001","29","3.517","24.1","62.1","6.9","6.9",".",".",".",".",".",".",".",".",".",".",".","."
"Obs & Gyn-Physician Asstnts","430
001","29","3.621","48.3","34.5","10.3","6.9",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Primary Health Care","525
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Phy Asst Surgery Preceptor","629
001","15","3.693","60.0","26.7","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","639
001","22","3.861","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
002","8","3.250","25.0","25.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Primry Care Precpt","Course Total","30","3.696","60.0","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Internl Med Precpt","649
001","10","3.650","60.0","20.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"PHY ASST
750","Dept. Total","208","3.613","38.5","38.9","13.9","7.2","1.4",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Junior","","10","3.600","20.0","50.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","192","3.614","40.1","37.5","13.0","7.8","1.6",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","202","3.613","39.1","38.1","13.9","7.4","1.5",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","6","3.500","16.7","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","208","3.613","38.5","38.9","13.9","7.2","1.4",".",".",".",".",".",".",".",".",".",".","."
