"","990
034","6","",".",".",".",".",".",".",".","50.0",".",".",".","50.0",".",".",".","."
"","990
035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
037","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","48","3.955","68.8",".","2.1",".",".",".",".","14.6",".",".",".","14.6",".",".",".","."
"HORT
476","Dept. Total","404","3.280","34.9","16.1","23.5","7.4","11.1","2.0","0.2","2.2",".",".",".","2.0","0.2",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","2.558",".","16.7","25.0","8.3","50.0",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","51","3.007","19.6","11.8","37.3","7.8","23.5",".",".",".",".",".",".",".",".",".",".","."
"Junior","","76","3.091","27.6","17.1","28.9","7.9","17.1","1.3",".",".",".",".",".",".",".",".",".","."
"Senior","","133","3.099","30.1","17.3","24.8","12.0","9.0","5.3","0.8",".",".",".",".","0.8",".",".",".","."
"Undergraduates","","272","3.043","26.1","16.2","28.3","9.9","15.8","2.9","0.4",".",".",".",".","0.4",".",".",".","."
"Special","","11","3.100","27.3",".","36.4","9.1","18.2",".",".",".",".",".",".",".",".",".","9.1","."
"Graduate","","121","3.773","55.4","17.4","11.6","1.7",".",".",".","7.4",".",".",".","5.8","0.8",".",".","."
"","Dept. Total","404","3.280","34.9","16.1","23.5","7.4","11.1","2.0","0.2","2.2",".",".",".","2.0","0.2",".","0.2","."
