"","990
034","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
088","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Thesis-Management","Course Total","9","4.000","44.4",".",".",".",".",".",".","22.2","",".",".","",".","33.3",".",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","999
088","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"M H R
236","Dept. Total","1382","3.339","33.3","24.0","29.1","6.9","5.1","0.6","0.1","0.4","",".",".","",".","0.2","0.2",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","",""
"Junior","","332","3.128","21.7","19.3","36.7","11.1","9.6","1.2","0.3",".","",".",".","",".",".",".",".",".","."
"Senior","","540","3.251","26.3","22.6","35.0","8.5","6.9","0.7",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","872","3.204","24.5","21.3","35.7","9.5","7.9","0.9","0.1",".","",".",".","",".",".",".",".",".","."
"Special","","47","3.582","51.1","21.3","14.9","6.4","2.1",".",".","2.1","",".",".","",".",".",".",".","2.1","."
"Graduate","","455","3.638","48.8","29.7","16.7","2.2","0.2",".",".","1.1","",".",".","",".","0.7","0.7",".",".","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","7","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","8","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1382","3.339","33.3","24.0","29.1","6.9","5.1","0.6","0.1","0.4","",".",".","",".","0.2","0.2",".","0.1","."
