"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"Introduction to Business","100
001","265","2.985","18.1","21.9","21.5","19.6","14.7","3.0",".","1.1",".",".",".",".",".",".",".","."
"Directed Study","198
023","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","300
001","21","3.868","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","23","3.676","43.5","47.8","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","23","3.587","34.8","52.2","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","004
300","24","3.627","29.2","66.7","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
300","19","3.868","78.9","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","22","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","22","3.713","63.6","18.2","13.6","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","22","3.761","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
009","24","3.604","37.5","54.2","4.2",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","300
010","24","3.604","37.5","50.0","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","011
300","21","3.786","61.9","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
012","20","3.754","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
013","21","3.738","52.4","42.9","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","014
300","18","3.658","38.9","55.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","304","3.712","49.7","44.1","4.9","1.0","0.3",".",".",".",".",".",".",".",".",".",".","."
"","001
301","117","2.987","16.2","12.8","42.7","6.8","20.5",".",".","0.9",".",".",".",".",".",".",".","."
"","301
002","238","2.996","22.7","11.3","32.4","9.7","23.9",".",".",".",".",".",".",".",".",".",".","."
"Business Law","Course Total","355","2.993","20.6","11.8","35.8","8.7","22.8",".",".","0.3",".",".",".",".",".",".",".","."
"","302
001","36","3.403","25.0","41.7","25.0","5.6","2.8",".",".",".",".",".",".",".",".",".",".","."
"","302
002","45","3.211","24.4","31.1","20.0","11.1","13.3",".",".",".",".",".",".",".",".",".",".","."
"Business Law","Course Total","81","3.296","24.7","35.8","22.2","8.6","8.6",".",".",".",".",".",".",".",".",".",".","."
"","303
001","132","3.214","13.6","26.5","53.8","3.0","2.3","0.8",".",".",".",".",".",".",".",".",".","."
"","303
002","132","3.223","14.4","22.0","59.1","3.0","1.5",".",".",".",".",".",".",".",".",".",".","."
"","303
003","95","3.126","10.5","22.1","53.7","9.5","4.2",".",".",".",".",".",".",".",".",".",".","."
"Business Statistics","Course Total","359","3.194","13.1","23.7","55.7","4.7","2.5","0.3",".",".",".",".",".",".",".",".",".","."
"Intermediate Bus Statistics","001
304","117","3.171","16.2","35.9","29.9","8.5","7.7",".","1.7",".",".",".",".",".",".",".",".","."
"Contemporary Topics","365
001","11","3.682","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
090","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
100","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Rdg & Rsch-Business Rsch","Course Total","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
001","12","3.458","16.7","58.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
700","11","3.318","27.3","63.6",".",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"","700
003","13","3.231","23.1","53.8","7.7","7.7",".",".","7.7",".",".",".",".",".",".",".",".","."
"","700
004","12","3.625","41.7","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
005","12","3.591","41.7","25.0","25.0",".",".",".",".",".",".",".",".",".",".","8.3",".","."
"","700
006","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
007","16","3.719","43.8","56.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managerial Communication","Course Total","90","3.556","38.9","46.7","10.0","1.1",".",".","2.2",".",".",".",".",".",".","1.1",".","."
"","001
701","37","3.811","62.2","37.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","701
002","36","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
