"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"160
Heredity","001","","79","2.494","15.2","6.3","25.3","10.1","27.8","6.3","7.6",".",".",".",".",".",".","1.3",".","."
"299","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","071","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","21","3.971","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"466
General Genetics","001","","176","2.645","15.3","13.1","22.2","11.4","25.6","11.4","1.1",".",".",".",".",".",".",".",".","."
"607
Advanced Bacterial Genetics","001","","11","3.409","9.1","63.6","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","16","3.281","25.0","31.3","25.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"631
Plant Genetics","001","","25","3.609","36.0","40.0","16.0",".",".",".",".","8.0",".",".",".",".",".",".",".","."
"677","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"677","005","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics in Genetics","Course Total","","10","3.846","80.0",".","10.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"681","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","091","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","16","3.963","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Advanced Genetics","001","","9","3.167","22.2","33.3","33.3",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"731
Clinical Genetics","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"840
Regul Mechanisms-Plant Dev","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"875","001","","15","2.967","13.3","33.3","20.0","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".","."
"875","002","","12","3.333","33.3","25.0","16.7","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","27","3.130","22.2","29.6","18.5","18.5","7.4","3.7",".",".",".",".",".",".",".",".",".","."
"951
Seminar in Animal Breeding","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"957
Seminar-Plant Breeding","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 24 of 375"
