"","999
038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
050","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Special Problems","Course Total","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"BIOCHEM
200","Dept. Total","1045","3.308","36.2","14.4","19.9","5.0","6.5","1.1","0.4","13.5",".",".",".","2.4","0.2",".","0.5","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","2.944","50.0","25.0",".",".",".","25.0",".",".",".",".",".",".",".",".",".","."
"Junior","","169","3.045","32.5","8.9","30.2","10.1","13.6","3.6","0.6","0.6",".",".",".",".",".",".",".","."
"Senior","","305","3.179","40.3","12.5","23.9","6.6","12.1","1.3","1.0",".",".",".",".","1.6",".",".","0.3","0.3"
"Undergraduates","","478","3.125","37.7","11.3","25.9","7.7","12.6","2.3","0.8","0.2",".",".",".","1.0",".",".","0.2","0.2"
"Special","","25","3.344","28.0","28.0","28.0",".","8.0",".",".","4.0",".",".",".",".","4.0",".",".","."
"Graduate","","533","3.555","34.7","16.5","14.3","2.8","1.1",".",".","25.9",".",".",".","3.8","0.2",".","0.8","."
"Prof Yr 3","","6","3.735","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Professionals","","9","3.795","66.7","11.1","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"","Dept. Total","1045","3.308","36.2","14.4","19.9","5.0","6.5","1.1","0.4","13.5",".",".",".","2.4","0.2",".","0.5","0.1"
