"EDU","","","","","","","","","","","","","","","","","","","","","",""
"THERAPEUTIC SCI (DEPT-KINES Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","",""
"THER SCI
Dept. Total
939","631","3.758","49.8","18.2","7.6","1.3","1.0","0.2","",".","0.3","",".","21.6","",".","0.2","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","16","3.118","37.5","12.5","18.8","12.5","12.5","6.3","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","24","3.620","70.8","8.3","8.3","4.2","8.3",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","83","3.786","66.3","20.5","10.8","1.2","1.2",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","493","3.768","45.4","18.9","6.7","0.8","0.2",".","",".","0.4","",".","27.6","",".",".","",".",".",".","."
"Undergraduates","616","3.756","49.0","18.5","7.6","1.3","1.0","0.2","",".","0.3","",".","22.1","",".",".","",".",".",".","."
"Special","3","3.900","66.7","33.3",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","12","3.833","83.3",".","8.3",".",".",".","",".",".","",".",".","",".","8.3","",".",".",".","."
"Dept. Total","631","3.758","49.8","18.2","7.6","1.3","1.0","0.2","",".","0.3","",".","21.6","",".","0.2","",".",".",".","."
