"EGR","","","","","","","","","","","","","","","","","","","","","",""
"NUCLEAR ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","","",""
"N E
684","Dept. Total","113","3.214","35.4","9.7","15.0","5.3","11.5","0.9","2.7","8.8","",".",".","",".","10.6","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","15","2.233","6.7",".","20.0","20.0","40.0","6.7","6.7",".","",".",".","",".",".","",".",".",".","."
"Junior","","16","2.719","6.3","25.0","31.3","6.3","25.0",".","6.3",".","",".",".","",".",".","",".",".",".","."
"Senior","","13","3.041","30.8","23.1","23.1","7.7","7.7",".","7.7",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","44","2.642","13.6","15.9","25.0","11.4","25.0","2.3","6.8",".","",".",".","",".",".","",".",".",".","."
"Special","","2","2.500",".",".","50.0",".","50.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","68","3.775","50.0","5.9","7.4","1.5","1.5",".",".","16.2","",".",".","",".","17.6","",".",".",".","."
"","Dept. Total","114","3.214","35.1","9.6","14.9","5.3","11.4","0.9","2.6","9.6","",".",".","",".","10.5","",".",".",".","."
