"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","112
001","23","2.239","13.0","4.3","13.0","17.4","30.4","13.0","8.7",".",".",".",".",".",".",".",".","."
"","002
112","26","2.600","19.2","3.8","30.8","3.8","23.1","11.5","3.8",".",".",".",".",".",".","3.8",".","."
"","112
005","22","2.636","13.6","13.6","22.7","13.6","27.3","4.5","4.5",".",".",".",".",".",".",".",".","."
"","006
112","24","3.083","29.2","12.5","25.0","12.5","20.8",".",".",".",".",".",".",".",".",".",".","."
"","112
007","27","2.296","3.7","11.1","22.2","18.5","25.9","11.1","7.4",".",".",".",".",".",".",".",".","."
"","008
112","21","2.524","14.3","4.8","19.0","4.8","52.4","4.8",".",".",".",".",".",".",".",".",".","."
"","009
112","24","2.063","8.3","8.3","12.5","4.2","41.7","12.5","12.5",".",".",".",".",".",".",".",".","."
"","112
015","23","2.196","13.0",".","21.7","4.3","34.8","21.7","4.3",".",".",".",".",".",".",".",".","."
"","112
016","27","2.154","7.4",".","22.2",".","51.9","7.4","7.4",".",".",".",".",".",".","3.7",".","."
"","112
017","25","2.660","16.0","16.0","24.0","12.0","20.0","4.0","8.0",".",".",".",".",".",".",".",".","."
"","112
018","23","2.455","13.0","4.3","17.4","4.3","47.8","8.7",".",".",".",".",".",".",".","4.3",".","."
"","112
019","20","2.525","20.0",".","35.0","5.0","20.0","15.0","5.0",".",".",".",".",".",".",".",".","."
"","025
112","21","2.450","14.3","4.8","14.3","14.3","38.1","4.8","4.8",".",".",".",".",".",".",".",".","4.8"
"","112
026","22","2.841","36.4",".","18.2","4.5","31.8","9.1",".",".",".",".",".",".",".",".",".","."
"","112
027","17","2.824","23.5","5.9","23.5","5.9","41.2",".",".",".",".",".",".",".",".",".",".","."
"","028
112","26","2.365","19.2","3.8","15.4",".","42.3","15.4","3.8",".",".",".",".",".",".",".",".","."
"","033
112","24","2.396","8.3","8.3","20.8","12.5","33.3","16.7",".",".",".",".",".",".",".",".",".","."
"","112
034","17","2.706","23.5","5.9","29.4","5.9","23.5","5.9","5.9",".",".",".",".",".",".",".",".","."
"","112
036","19","2.421","10.5","5.3","26.3","5.3","36.8","15.8",".",".",".",".",".",".",".",".",".","."
"","037
112","24","2.104","4.2","8.3","8.3","12.5","45.8","16.7","4.2",".",".",".",".",".",".",".",".","."
"","038
112","24","2.333","4.2","12.5","8.3","20.8","45.8","4.2","4.2",".",".",".",".",".",".",".",".","."
"","039
112","22","2.023","9.1",".","18.2","4.5","36.4","27.3","4.5",".",".",".",".",".",".",".",".","."
"","112
045","22","2.205","4.5","9.1","13.6","22.7","31.8","9.1","9.1",".",".",".",".",".",".",".",".","."
"","112
046","25","2.200","4.0","4.0","20.0","4.0","52.0","16.0",".",".",".",".",".",".",".",".",".","."
"","047
112","24","2.458","8.3","8.3","29.2","8.3","37.5",".","8.3",".",".",".",".",".",".",".",".","."
"","112
048","15","2.433",".",".","40.0","6.7","53.3",".",".",".",".",".",".",".",".",".",".","."
"","112
049","25","2.160","8.0","8.0","24.0","8.0","20.0","24.0","8.0",".",".",".",".",".",".",".",".","."
"","112
056","22","2.159","9.1","4.5","13.6",".","54.5","13.6","4.5",".",".",".",".",".",".",".",".","."
"","112
057","21","2.167","9.5",".","14.3","4.8","57.1","9.5","4.8",".",".",".",".",".",".",".",".","."
"","112
058","19","2.316","10.5",".","26.3","10.5","31.6","21.1",".",".",".",".",".",".",".",".",".","."
"","112
059","26","2.500","7.7","3.8","30.8","3.8","50.0","3.8",".",".",".",".",".",".",".",".",".","."
"","060
112","21","2.548","14.3","19.0","19.0","14.3","14.3","9.5","9.5",".",".",".",".",".",".",".",".","."
"","112
066","20","2.700","25.0","5.0","20.0","15.0","25.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","067
112","24","2.771","16.7","8.3","33.3","4.2","33.3","4.2",".",".",".",".",".",".",".",".",".","."
"","068
112","22","2.341","18.2",".","13.6","4.5","45.5","18.2",".",".",".",".",".",".",".",".",".","."
"","112
069","19","1.921","10.5","5.3","10.5",".","42.1","15.8","15.8",".",".",".",".",".",".",".",".","."
"","112
070","18","2.194","11.1","5.6","11.1","11.1","38.9","16.7","5.6",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","824","2.401","12.9","5.9","20.6","8.3","36.7","10.8","4.4",".",".",".",".",".",".","0.4",".","0.1"
"","113
001","18","2.688","16.7","22.2",".",".","44.4","5.6",".",".",".",".",".",".",".","11.1",".","."
"","113
007","17","2.188","5.9","5.9","17.6","5.9","35.3","23.5",".",".",".",".",".",".",".","5.9",".","."
"","113
008","28","2.286","10.7","14.3","21.4","7.1","14.3","25.0","7.1",".",".",".",".",".",".",".",".","."
"","113
010","18","2.611","16.7","11.1","38.9",".","5.6","27.8",".",".",".",".",".",".",".",".",".","."
"","014
113","28","2.750","17.9","7.1","25.0","21.4","21.4","7.1",".",".",".",".",".",".",".",".",".","."
"","113
015","25","2.480","20.0","4.0","24.0","4.0","32.0","8.0","8.0",".",".",".",".",".",".",".",".","."
"","113
016","40","2.550","7.5","2.5","40.0","12.5","30.0","5.0","2.5",".",".",".",".",".",".",".",".","."
"","019
113","30","2.117","16.7","3.3","10.0","6.7","26.7","33.3","3.3",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 242 of 375",""
