"","990
048","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
049","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
050","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
055","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","75","4.000","50.7",".",".",".",".",".",".","40.0","",".",".","",".","8.0",".",".",".","1.3"
"ZOOLOGY
970","Dept. Total","3378","3.064","33.6","11.4","25.9","7.8","14.3","3.4","1.0","1.1","",".","1.0","",".","0.2","0.1",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","395","2.769","19.7","14.9","24.3","12.2","20.5","7.1","0.8","0.3","",".",".","",".",".",".",".",".","0.3"
"Sophomore","","1051","3.018","28.7","13.1","30.4","8.9","14.7","3.0","1.0",".","",".",".","",".",".","0.1",".",".","."
"Junior","","690","2.995","29.3","11.2","27.4","8.6","17.0","3.9","1.2",".","",".","1.4","",".",".",".",".","0.1","."
"Senior","","1000","3.186","40.4","10.4","24.5","6.1","12.6","2.9","1.3","0.1","",".","1.7","",".",".",".",".",".","."
"Undergraduates","","3136","3.033","31.4","12.1","27.1","8.4","15.2","3.7","1.1","0.1","",".","0.9","",".",".","0.0",".","0.0","0.0"
"Special","","48","3.496","54.2","4.2","25.0","2.1","8.3",".",".",".","",".","4.2","",".",".","2.1",".",".","."
"Graduate","","198","3.822","62.6","2.0","6.1","1.0","0.5",".",".","21.2","",".","2.0","",".","3.0",".",".","1.0","0.5"
"Prof Yr 1","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2","2.500",".",".","50.0",".","50.0",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","3384","3.064","33.6","11.3","25.8","7.8","14.3","3.4","1.0","1.3","",".","1.0","",".","0.2","0.1",".","0.1","0.1"
