"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11938","3.674","55.5","17.4","9.3","2.5","2.1","0.6","0.5","6.1","0.1","4.7","0.0","0.6","0.3","0.2","0.0","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","828","3.237","41.5","22.6","14.7","6.0","5.8","3.0","2.4","3.3",".",".",".",".",".","0.2",".","0.4"
"Sophomore","","1527","3.479","44.7","25.4","15.0","4.2","4.6","0.7","0.7","4.2",".",".",".",".","0.1","0.2",".","0.1"
"Junior","","2059","3.585","50.0","22.8","12.9","3.7","2.5","0.6","0.5","5.4","0.1","1.1",".",".",".","0.2",".","."
"Senior","","4469","3.704","54.8","16.0","8.1","2.2","1.4","0.5","0.4","5.3","0.1","10.9",".",".","0.1","0.2",".","0.0"
"Undergraduates","","8883","3.599","50.7","19.8","11.0","3.3","2.6","0.8","0.7","5.0","0.1","5.7",".",".","0.1","0.2",".","0.1"
"Special","","619","3.767","62.2","12.3","7.6","0.8","1.5","0.3","0.6","8.2",".","4.7",".",".","1.1","0.2","0.3","0.2"
"Graduate","","2409","3.897","72.1","9.7","3.5","0.3","0.1",".",".","9.3","0.1","0.8","0.0","3.2","0.7","0.2","0.0","."
"Prof Yr 1","","5","2.000",".",".",".",".","20.0",".",".","60.0",".",".",".",".",".","20.0",".","."
"Prof Yr 2","","15","3.542","33.3","20.0","26.7",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","7","3.500","28.6","28.6","28.6",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","28","3.414","25.0","21.4","21.4",".","3.6",".",".","25.0",".",".",".",".",".","3.6",".","."
"","College Total","11939","3.674","55.5","17.4","9.3","2.5","2.1","0.6","0.5","6.1","0.1","4.7","0.0","0.6","0.3","0.2","0.0","0.1"
