"L&S","","","","","","","","","","","","","","","","","","","",""
"HISTORY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"HISTORY
448","Dept. Total","3698","3.230","25.9","27.3","24.0","9.7","5.2","1.2","1.3","3.7","",".",".","0.0","0.8","0.3","0.6","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","309","3.032","13.3","26.9","33.7","13.6","9.1","1.6","1.3",".","",".",".",".",".",".","0.6",".","."
"Sophomore","","790","3.086","17.6","28.0","31.6","11.5","6.5","1.8","2.4",".","",".",".",".",".",".","0.6",".","."
"Junior","","973","3.207","22.1","30.6","25.7","12.1","5.4","0.8","1.2","0.6","",".",".",".",".","0.1","0.8",".","0.4"
"Senior","","1180","3.272","28.6","29.1","23.0","9.0","4.9","1.4","1.2","1.6","",".",".","0.1","0.3","0.1","0.5",".","0.3"
"Undergraduates","","3252","3.181","22.5","29.1","26.9","11.0","5.8","1.3","1.5","0.8","",".",".","0.0","0.1","0.1","0.6",".","0.2"
"Special","","47","3.604","31.9","17.0","10.6",".","2.1",".",".","27.7","",".",".",".",".","2.1","2.1","6.4","."
"Graduate","","397","3.874","52.4","13.9","1.3","0.3",".",".",".","24.4","",".",".",".","6.0","1.8",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","2","3.571","50.0",".","50.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","3698","3.230","25.9","27.3","24.0","9.7","5.2","1.2","1.3","3.7","",".",".","0.0","0.8","0.3","0.6","0.1","0.2"
