"Individualized 4th Yr Clerk","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Diagnostic Radiol Clerk-CSC","920
001","","31","3.786","58.1","41.9","",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Clin Nuclr Med Clerk-CSC/VA","923
001","","3","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Gen Radiol Clerk-St Lukes","924
001","","6","4.000","100.0",".","",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"RADIOL
832","Dept. Total","","68","3.907","79.4","19.1","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.5"
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","",".",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","100.0"
"Prof Yr 1","","","14","3.813","57.1","42.9","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","3","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","18","3.974","94.4","5.6","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","31","3.905","80.6","19.4","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","66","3.906","80.3","19.7","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","68","3.907","79.4","19.1","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.5"
