"","990
146","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
200","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","26","3.985","76.9","3.8",".",".",".",".",".","15.4",".",".","",".","3.8",".",".",".","."
"Statistical Consulting","998
001","14","3.750","64.3","21.4","14.3",".",".",".",".",".",".",".",".","",".",".",".",".","."
"STAT
932","Dept. Total","1502","3.280","38.7","17.0","23.7","6.5","8.0","2.5","1.3","1.5","0.1","0.3","",".","0.1","0.1","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","2.192",".","23.1","30.8","15.4",".","7.7","23.1",".",".",".","",".",".",".",".",".","."
"Sophomore","","262","3.051","23.7","18.3","31.7","8.4","11.8","3.4","1.5",".",".",".","",".",".","0.4","0.8",".","."
"Junior","","401","3.040","28.7","11.5","31.4","11.2","11.2","3.7","2.0",".",".",".","",".",".",".","0.2",".","."
"Senior","","275","3.073","26.9","17.1","29.1","6.2","13.5","4.4","1.1","1.5","0.4",".","",".",".",".",".",".","."
"Undergraduates","","951","3.041","26.4","15.1","30.8","9.0","11.9","3.9","1.9","0.4","0.1",".","",".",".","0.1","0.3",".","."
"Special","","29","3.264","34.5","24.1","24.1",".","10.3",".","3.4","3.4",".",".","",".",".",".",".",".","."
"Graduate","","398","3.662","54.5","21.9","13.8","2.8","1.0",".",".","4.5",".","1.3","",".","0.3",".",".",".","."
"Prof Yr 1","","115","3.900","82.6","15.7","0.9","0.9",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 4","","7","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","124","3.907","83.9","14.5","0.8","0.8",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1502","3.280","38.7","17.0","23.7","6.5","8.0","2.5","1.3","1.5","0.1","0.3","",".","0.1","0.1","0.2",".","."
