"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","",""
"Composition & Conversatn I","","Course Total","","127","3.478","43.3","22.8","25.2","3.1","5.5",".",".",".",".",".",".",".",".",".",".","."
"","226","001","","16","3.433","31.3","25.0","25.0","12.5",".",".",".","6.3",".",".",".",".",".",".",".","."
"","226","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Composition & Conversatn II","","Course Total","","18","3.442","33.3","22.2","27.8","11.1",".",".",".","5.6",".",".",".",".",".",".",".","."
"Bascom Course","236","001","","19","3.079","10.5","21.1","47.4","15.8","5.3",".",".",".",".",".",".",".",".",".",".","."
"Rdg-Contemp German Cult&Civ","241","001","","23","3.413","47.8","26.1","13.0","4.3",".","8.7",".",".",".",".",".",".",".",".",".","."
"Topics-Dutch Life & Culture","245","001","","14","3.462","28.6","28.6","35.7",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"Intensive German III","273","001","","10","3.550","30.0","50.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","278","001","","21","3.350","42.9","14.3","19.0","14.3",".","4.8",".","4.8",".",".",".",".",".",".",".","."
"","278","092","","25","3.080","12.0","28.0","44.0","4.0","8.0","4.0",".",".",".",".",".",".",".",".",".","."
"German Life & Civilization","","Course Total","","46","3.200","26.1","21.7","32.6","8.7","4.3","4.3",".","2.2",".",".",".",".",".",".",".","."
"Honors Intro to German Lit","284","001","","18","3.167","27.8","11.1","38.9","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"Honor Colloq for German 284","285","001","","17","2.882","29.4","5.9","23.5","5.9","29.4","5.9",".",".",".",".",".",".",".",".",".","."
"Directed Study","299","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Romantik und Nachromantik","303","001","","12","3.547","41.7","41.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"1st Sem Dutch-Grad Stdts","311","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"3rd Sem Dutch-Grad Stdts","313","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"The Structure of German","351","001","","9","3.703","66.7","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Study Abroad in German Lit","367","000A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"German for Grad Reading I","391","001","","26","3.729","57.7","19.2","15.4",".",".",".",".","3.8",".",".",".",".",".","3.8",".","."
"D Kulturgeschicht 1648-1918","410","001","","14","3.802","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Deutsche Kultur seit 1918","411","001","","16","3.407","43.8","6.3","37.5",".","6.3",".",".",".",".",".",".",".",".","6.3",".","."
"Adv Compositn & Conversatn","412","001","","21","3.508","47.6","14.3","9.5","23.8",".",".",".",".",".",".",".",".",".","4.8",".","."
"Topics in Dutch Culture","445","001","","7","3.818","71.4",".","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Survey German Lit to 1750","611","001","","15","3.643","46.7","26.7","20.0",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"Lit Movements Since 1750","612","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Theme in German Lit","632","001","","10","3.962","80.0","10.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"History-German Language","650","001","","9","3.438","33.3","22.2","22.2","11.1",".",".",".","11.1",".",".",".",".",".",".",".","."
"Applied German Philology","662","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Phonetics","671","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis-1st Sem","681","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis-2nd Sem","682","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Sem-German Lit","683","001","","8","3.429","37.5","12.5","25.0","12.5",".",".",".",".",".",".",".",".","12.5",".",".","."
"","699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Nachmrz&Kaiserrch 1848-1918","705","001","","6","3.800","50.0","33.3",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Theory of Teaching German","722","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Applied Linguistics","727","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-German Cultural Stdy","742","001","","7","3.667","28.6","57.1",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 214 of 375",""
