"","990
022","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
024","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
032","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","43","4.000","97.7",".",".",".",".",".",".","2.3","",".",".","",".","",".","",".",".",".","."
"M M & I
620","Dept. Total","900","3.338","41.1","13.8","26.0","6.9","7.3","0.8","0.2","3.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","2.750",".",".","50.0","50.0",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","16","3.103","31.3","12.5","25.0","12.5","12.5","6.3",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","171","3.076","28.1","16.4","26.3","18.1","9.4","1.2","0.6",".","",".",".","",".","",".","",".",".",".","."
"Senior","","440","3.269","42.5","18.0","23.0","5.7","10.0","0.9",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","629","3.208","38.2","17.3","24.0","9.4","9.9","1.1","0.2",".","",".",".","",".","",".","",".",".",".","."
"Special","","21","3.380","38.1","19.0","28.6","9.5","4.8",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","106","3.872","53.8","9.4","4.7",".","0.9",".",".","31.1","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","3","2.875",".",".","66.7","33.3",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","140","3.428","45.7","0.7","50.0",".","1.4",".","0.7","1.4","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","144","3.423","45.1","0.7","50.0","0.7","1.4",".","0.7","1.4","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","900","3.338","41.1","13.8","26.0","6.9","7.3","0.8","0.2","3.9","",".",".","",".","",".","",".",".",".","."
