"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"499","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","043","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"499","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"499","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"515
Prosem-Ethnomusicology","001","","8","3.500","25.0","25.0","25.0",".",".",".",".","12.5",".",".",".",".","12.5",".",".","."
"523
Orchestration","001","","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"530
Jazz Improvisation","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"54","001","","77","3.883","93.5",".","3.9",".","1.3",".","1.3",".",".",".",".",".",".",".",".","."
"54","002","","47","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"54","003","","66","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"54","004","","35","3.886","91.4",".","5.7",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"54","005","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"54","006","","48","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Choirs","Course Total","","284","3.954","97.2",".","1.8",".","0.7",".","0.4",".",".",".",".",".",".",".",".","."
"540
Adv Instrumental Pedagogy","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"541
Choral Lit& Perf Prac-Today","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"543
Advanced String Pedagogy","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"545
Practcm-Adv String Pedagogy","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"546
String Literature","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"551
Class Piano Pedagogy","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"553
Advanced Conducting","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"557
Opera Workshop","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"558
Madrigal Singers","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"562
Jazz Ensemble","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"565","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"565","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-Woodwind","Course Total","","5","***","","","","","","","","","","","","","","","",""
"567","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"567","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"567","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-Brass","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"568
Adv Ensemble-Percussion","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"569","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"569","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-String","Course Total","","4","***","","","","","","","","","","","","","","","",""
"570
Univ Symphony Orchestra","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"571
Chamber Orchestra","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"572
Adv Ensmbl-Classical Guitar","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 254 of 375",""
