"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","822","2.981","23.1","14.1","28.6","14.2","11.8","1.3","1.6","4.7","0.1","0.1","",".","",".","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","229","2.824","13.5","15.7","30.6","16.6","18.8","2.6","2.2",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","338","3.057","28.7","13.3","32.0","16.0","8.3","0.9","0.6",".",".","0.3","",".","",".","",".",".",".","."
"Junior","","112","3.010","23.2","17.9","26.8","14.3","14.3","0.9","0.9","1.8",".",".","",".","",".","",".",".",".","."
"Senior","","85","2.920","21.2","15.3","25.9","10.6","11.8","1.2","5.9","5.9",".",".","",".","",".","",".","2.4",".","."
"Undergraduates","","764","2.958","22.5","14.9","30.1","15.3","12.7","1.4","1.7","0.9",".","0.1","",".","",".","",".","0.3",".","."
"Special","","8","3.429","12.5","25.0","12.5",".",".",".",".","50.0",".",".","",".","",".","",".",".",".","."
"Graduate","","51","3.778","33.3",".","7.8",".",".",".",".","56.9","2.0",".","",".","",".","",".",".",".","."
"","Dept. Total","823","2.981","23.1","14.1","28.6","14.2","11.8","1.3","1.6","4.9","0.1","0.1","",".","",".","",".","0.2",".","."
