"FRENCH (FRENCH AND ITALIAN) Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"","101
002","22","3.525","40.9","31.8","13.6",".",".","4.5",".","4.5",".",".",".",".","4.5",".",".","."
"","101
004","24","3.068","12.5","12.5","45.8","16.7","4.2",".",".","8.3",".",".",".",".",".",".",".","."
"","101
006","22","3.395","31.8","18.2","27.3","4.5","4.5",".",".","13.6",".",".",".",".",".",".",".","."
"","007
101","24","3.438","33.3","37.5","16.7","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","101
008","21","3.368","28.6","33.3","14.3","4.8","9.5",".",".","9.5",".",".",".",".",".",".",".","."
"","101
009","21","3.450","28.6","42.9","14.3","4.8","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"","101
010","20","3.625","50.0","30.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","101
012","25","3.460","28.0","40.0","28.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","101
013","20","3.658","45.0","40.0","5.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"","101
014","17","3.471","47.1","35.3","5.9",".","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"First Semester French","Course Total","216","3.441","33.8","31.9","19.4","5.6","3.2","0.9",".","4.6",".",".",".",".","0.5",".",".","."
"","102
001","20","3.525","50.0","25.0","10.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","002
102","21","3.286","14.3","42.9","33.3","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","102
003","19","3.250","15.8","36.8","26.3","10.5","5.3",".",".",".",".",".",".",".",".","5.3",".","."
"","102
005","21","3.375","28.6","33.3","19.0","9.5","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"","006
102","16","2.875","6.3","25.0","37.5","12.5","12.5","6.3",".",".",".",".",".",".",".",".",".","."
"","007
102","18","3.222","22.2","38.9","22.2","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","008
102","15","3.214","13.3","26.7","40.0","13.3",".",".",".","6.7",".",".",".",".",".",".",".","."
"","102
010","10","3.400","30.0","20.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester French","Course Total","140","3.274","22.9","32.1","27.9","8.6","5.0","1.4",".","1.4",".",".",".",".",".","0.7",".","."
"First Sem French Honors","181
001","15","3.071","33.3","26.7","20.0",".",".",".","13.3","6.7",".",".",".",".",".",".",".","."
"","203
001","22","3.477","40.9","22.7","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","003
203","24","3.271","12.5","45.8","37.5",".",".","4.2",".",".",".",".",".",".",".",".",".","."
"","203
004","23","3.348","21.7","30.4","43.5","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","005
203","22","3.500","40.9","31.8","9.1","9.1","4.5",".",".","4.5",".",".",".",".",".",".",".","."
"","006
203","23","3.065","4.3","39.1","39.1","8.7","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","007
203","23","3.283","21.7","34.8","34.8","4.3",".","4.3",".",".",".",".",".",".",".",".",".","."
"","203
008","21","3.395","23.8","33.3","23.8","9.5",".",".",".","4.8",".",".",".",".",".","4.8",".","."
"","203
009","21","3.333","38.1","19.0","23.8","9.5","9.5",".",".",".",".",".",".",".",".",".",".","."
"","203
011","23","3.522","21.7","60.9","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
013","20","3.775","60.0","35.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","014
203","15","3.233","13.3","33.3","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"Third Semester French","Course Total","237","3.380","27.0","35.4","27.4","5.9","1.7","1.3",".","0.8",".",".",".",".",".","0.4",".","."
"","204
001","23","3.457","39.1","26.1","26.1","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","002
204","22","3.386","27.3","31.8","36.4",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","004
204","26","3.462","42.3","23.1","23.1","7.7","3.8",".",".",".",".",".",".",".",".",".",".","."
"","204
005","22","3.182","4.5","36.4","50.0","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","204
007","23","2.978","8.7","30.4","30.4","26.1",".",".","4.3",".",".",".",".",".",".",".",".","."
"","204
008","22","3.273","13.6","45.5","27.3","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"","204
010","26","3.923","88.5","7.7","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
012","20","3.500","40.0","30.0","25.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","013
204","16","3.063","37.5","6.3","37.5","6.3",".","6.3","6.3",".",".",".",".",".",".",".",".","."
"Fourth Semester French","Course Total","200","3.378","34.5","26.5","28.0","7.0","2.5","0.5","1.0",".",".",".",".",".",".",".",".","."
"","227
001","23","3.630","43.5","43.5","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","227
002","20","3.675","55.0","35.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 203 of 375",""
