"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL BUSINESS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","",""
"","200","001","214","2.977","18.2","20.6","25.2","18.7","14.0","2.3","0.9",".",".",".",".",".",".",".",".","."
"","200","002","249","3.074","24.1","17.7","25.3","20.5","10.0","2.0","0.4",".",".",".",".",".",".",".",".","."
"International Business","","Course Total","463","3.029","21.4","19.0","25.3","19.7","11.9","2.2","0.6",".",".",".",".",".",".",".",".","."
"Contemporary Topics","365","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading & Research-Intl Bus","399","021","36","3.147","22.2","25.0","16.7","13.9","8.3","2.8",".","8.3",".",".",".",".",".","2.8",".","."
"","420","001","7","3.500","42.9","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","420","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Global Marketing","","Course Total","11","3.545","45.5","27.3","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Multinational Bus Finance","445","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Latin Amer Economc Develpmt","462","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Multinational Bus Finance","745","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Topics","765","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rdg & Rsch-Internal Bus","799","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"INTL BUS
235","","Dept. Total","526","3.060","22.4","20.0","24.1","18.6","11.2","2.1","0.6","0.6",".",".",".",".",".","0.2",".","0.2"
