"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","8717","3.217","34.0","16.9","18.9","8.1","9.6","2.0","0.8","5.7","0.0","1.5","0.0","1.8","0.1","0.2","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","701","2.957","27.7","12.6","23.0","12.0","17.3","3.6","0.7",".","0.1","2.4","0.1",".",".","0.6",".","."
"Sophomore","","995","2.916","21.7","15.8","23.6","11.3","17.5","3.4","1.6",".",".","4.6","0.1",".",".","0.4",".","."
"Junior","","1727","3.029","26.2","18.4","23.6","12.0","14.2","2.7","1.0","0.2",".","1.4",".",".",".","0.2",".","."
"Senior","","2773","3.182","32.6","20.9","21.9","8.9","9.5","2.6","1.0","0.7",".","1.2",".","0.2","0.1","0.2","0.0","0.1"
"Undergraduates","","6196","3.068","28.5","18.4","22.8","10.5","13.0","2.9","1.1","0.4","0.0","2.0","0.0","0.1","0.0","0.3","0.0","0.0"
"Special","","194","3.278","32.0","15.5","24.2","5.2","7.7","0.5","2.1","8.8",".","1.0","0.5",".","1.0","0.5","1.0","."
"Graduate","","2278","3.763","49.9","12.9","7.9","1.2","0.6",".","0.0","20.5","0.0","0.1",".","6.5","0.1",".","0.2","0.0"
"Prof Yr 1","","68","3.067","26.5","14.7","16.2","30.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Professionals","","79","3.164","32.9","13.9","15.2","26.6","10.1",".",".","1.3",".",".",".",".",".",".",".","."
"","College Total","8747","3.217","34.2","16.9","18.9","8.1","9.6","2.0","0.8","5.8","0.0","1.5","0.0","1.8","0.1","0.2","0.1","0.0"
