"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"MUS PERF
664","Dept. Total","521","3.810","69.5","23.0","5.0","1.2","0.2","",".","0.4","0.4","",".",".","",".","",".","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","88","3.696","51.1","39.8","8.0","1.1",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","104","3.766","64.4","23.1","7.7","2.9",".","",".",".",".","",".",".","",".","",".","",".","1.9",".","."
"Junior","","90","3.700","62.2","31.1","3.3","1.1",".","",".","2.2",".","",".",".","",".","",".","",".",".",".","."
"Senior","","143","3.867","78.3","15.4","4.9","0.7","0.7","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","425","3.775","65.9","25.6","5.9","1.4","0.2","",".","0.5",".","",".",".","",".","",".","",".","0.5",".","."
"Special","","15","3.963","86.7","13.3",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","80","3.936","85.0","11.3","1.3",".",".","",".",".","2.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","521","3.810","69.5","23.0","5.0","1.2","0.2","",".","0.4","0.4","",".",".","",".","",".","",".","0.4",".","."
