"","990
085","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
086","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","52","4.000","51.9",".",".",".",".",".",".","32.7","",".",".","",".","15.4","",".",".",".","."
"Seminar in Genetics","993
001","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"GENETICS
412","Dept. Total","458","3.033","31.2","14.4","17.5","7.6","15.3","6.1","1.7","4.1","",".",".","",".","1.7","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","2.843","33.3",".","20.0","20.0","20.0",".",".",".","",".",".","",".",".","",".","6.7",".","."
"Sophomore","","52","2.543","32.7",".","17.3","9.6","26.9","7.7","5.8",".","",".",".","",".",".","",".",".",".","."
"Junior","","141","2.671","19.1","15.6","21.3","7.8","21.3","11.3","3.5",".","",".",".","",".",".","",".",".",".","."
"Senior","","112","2.917","25.9","17.0","19.6","11.6","18.8","7.1",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","320","2.742","24.4","12.8","20.0","10.0","21.3","8.8","2.5",".","",".",".","",".",".","",".","0.3",".","."
"Special","","13","3.654","69.2","7.7","15.4",".","7.7",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","125","3.730","44.8","19.2","11.2","2.4","0.8",".",".","15.2","",".",".","",".","6.4","",".",".",".","."
"","Dept. Total","458","3.033","31.2","14.4","17.5","7.6","15.3","6.1","1.7","4.1","",".",".","",".","1.7","",".","0.2",".","."
