"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDI","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","101
001","","8","3.714","37.5","50.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".","12.5","."
"","101
002","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"The Air Force Today I","Course Total","","13","3.750","46.2","46.2",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","7.7","."
"","001
201","","7","3.714","42.9","57.1",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","002
201","","6","3.500","33.3","33.3","33.3",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"The Air Force Way I","Course Total","","13","3.615","38.5","46.2","15.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Air Force Leadership&Mgt I","303
001","","14","3.857","78.6","14.3","7.1",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Preparatn for Active Duty I","401
001","","8","3.625","50.0","25.0","25.0",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","48","3.747","54.2","33.3","10.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","2.1","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","12","3.708","41.7","58.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","14","3.775","50.0","35.7","14.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","16","3.830","81.3","6.3","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","5","3.500","20.0","60.0","20.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","47","3.747","55.3","34.0","10.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","",".",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","100.0","."
"","Dept. Total","","48","3.747","54.2","33.3","10.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","2.1","."
