"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Practicum-Teaching Japanese","208
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg English as a 2nd Lang","244
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Practcm-Secondry Sch French","246
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practcm-Secondry Sch German","247
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Latin","255
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practm:Secondry Sch Spanish","256
001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum-Secondary Sci Ed","290
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","24","3.896","83.3","12.5","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","23","3.659","56.5","21.7","8.7","8.7",".",".",".",".",".",".",".",".",".","4.3",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","47","3.783","70.2","17.0","6.4","4.3",".",".",".",".",".",".",".",".",".","2.1",".","."
"Methods-Teaching Japanese","308
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","313
001","","20","3.875","90.0","5.0",".",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","313
002","","25","3.920","84.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
003","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lang & Lit-Secondary Curric","Course Total","","68","3.934","91.2","7.4",".",".","1.5",".",".",".",".",".",".",".",".",".",".","."
"","322
001","","19","3.895","94.7",".",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teachng Art:Pre-Middle Schl","Course Total","","53","3.953","96.2","1.9",".",".","1.9",".",".",".",".",".",".",".",".",".",".","."
"Tchg Choral Music-Sec Schl","001
332","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Gen Music-Elem School","333
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Instrum Music-Elem","335
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Meth-Tchg English-2nd Lang","344
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","354
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
003","","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Music:Presch-Middl Sch","Course Total","","64","3.977","95.3","4.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of Latin","355
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching of Spanish","356
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Drama in Ed:Pre-Middle Schl","Course Total","","24","3.917","87.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
