"","999
089","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
101","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
112","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Work","Course Total","48","4.000","18.8",".",".",".",".",".",".","77.1","2.1",".",".","2.1",".",".",".","."
"MUSIC
660","Dept. Total","3338","3.664","75.8","8.5","7.7","2.0","2.0","0.4","0.4","2.5","0.1","0.2","0.0","0.0","0.1","0.2",".","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"Freshmen","","585","3.651","76.4","11.5","8.2","0.7","1.4","0.5","0.5",".",".",".","0.2",".",".","0.5",".","0.2"
"Sophomore","","827","3.612","76.4","8.8","9.1","2.4","1.8","0.4","0.6",".",".","0.4",".",".",".","0.1",".","."
"Junior","","785","3.649","78.3","7.5","7.3","2.9","2.9","0.4","0.1","0.4",".",".",".",".","0.1",".",".","."
"Senior","","798","3.662","75.9","8.1","8.4","2.5","2.3","0.4","0.4","1.5",".","0.5",".",".",".",".",".","."
"Undergraduates","","2995","3.642","76.8","8.8","8.2","2.2","2.1","0.4","0.4","0.5",".","0.2","0.0",".","0.0","0.1",".","0.0"
"Special","","76","3.769","48.7","5.3","2.6",".","2.6",".",".","38.2",".","1.3",".",".",".","1.3",".","."
"Graduate","","284","3.866","67.3","5.6","3.2",".",".",".","0.4","20.8","0.7",".",".","0.4","1.1","0.7",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3356","3.664","75.4","8.5","7.7","2.0","2.0","0.4","0.4","3.1","0.1","0.2","0.0","0.0","0.1","0.2",".","0.0"
