"ALS","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","457","3.041","24.7","18.4","23.2","13.1","14.2","1.5","1.1","1.5","0.2",".","",".","1.1","",".","0.7","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","53","2.660","7.5","11.3","28.3","18.9","28.3","1.9",".",".","1.9",".","",".",".","",".","1.9",".","."
"Sophomore","","65","2.736","7.7","13.8","29.2","21.5","24.6","1.5",".",".",".",".","",".",".","",".","1.5",".","."
"Junior","","94","3.021","16.0","24.5","23.4","17.0","13.8","2.1","1.1","1.1",".",".","",".",".","",".","1.1",".","."
"Senior","","169","3.053","25.4","21.3","26.0","11.2","11.8","1.8","2.4",".",".",".","",".",".","",".",".",".","."
"Undergraduates","","381","2.942","17.6","19.4","26.2","15.5","16.8","1.8","1.3","0.3","0.3",".","",".",".","",".","0.8",".","."
"Special","","13","3.485","53.8",".","23.1","7.7","7.7",".",".",".",".",".","",".",".","",".",".","7.7","."
"Graduate","","63","3.818","61.9","15.9","4.8",".",".",".",".","9.5",".",".","",".","7.9","",".",".",".","."
"","Dept. Total","457","3.041","24.7","18.4","23.2","13.1","14.2","1.5","1.1","1.5","0.2",".","",".","1.1","",".","0.7","0.2","."
