"Master's Research & Thesis","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"","890
024","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
031","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Pre-dissertation Research","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","","21","3.856","47.6","42.9","9.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","9","3.611","33.3","55.6","11.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","6","3.667","33.3","66.7",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","1","3.000",".",".","100.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","16","3.594","31.3","56.3","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","5","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","21","3.856","47.6","42.9","9.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
