"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","101
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
003","","18","4.000","94.4",".",".",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"","101
004","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to the Army and ROTC","Course Total","","72","4.000","98.6",".",".",".",".",".",".",".",".",".",".",".",".","1.4",".","."
"","201
001","","15","3.700","80.0","6.7","6.7",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"","201
002","","20","3.750","80.0","5.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","201
003","","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamntls-Military Map Rdg","Course Total","","42","3.726","76.2","9.5","7.1","2.4","2.4","2.4",".",".",".",".",".",".",".",".",".","."
"","331
001","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","331
003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Mil Leadership & Mgt Theory","Course Total","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mil Comm Skills&Admin Oper","441
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","133","3.865","89.5","5.3","2.3","0.8","0.8","0.8",".",".",".",".",".",".",".","0.8",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","27","3.667","77.8","11.1","7.4",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","58","3.877","93.1","1.7",".","1.7",".","1.7",".",".",".",".",".",".",".","1.7",".","."
"Junior","","","33","3.943","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","15","3.923","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","133","3.865","89.5","5.3","2.3","0.8","0.8","0.8",".",".",".",".",".",".",".","0.8",".","."
"","Dept. Total","","133","3.865","89.5","5.3","2.3","0.8","0.8","0.8",".",".",".",".",".",".",".","0.8",".","."
